City,Region,Longitude,Latitude,tif_count_2000,tif_count_2021,Area,Brightness,Elevation,Human Modification,2000 Population,2021 Population,Population Change,Crop Land,Grazing Land,Road Density,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter,Cluster,PC1,PC2,Baseline_Stability,Stability
Jizzax,ASIA,67.84803371,40.12729401,178.0,178.0,200.3230782,0.536348409,430.183,0.803499235,201606.9999,283526.9998,81919.99992,0.156878814,0.088636273,588.764045,14.3672987,12.22382961,32.19713273,967.989409,35.0814608,-2.884269675,37.96573067,8.771629184,24.40215359,26.3713484,2.344569292,363.511236,59.91573034,1.848314607,68.99168409,164.6404494,10.84831461,12.79775281,139.4382022,D,-1.8664373988168468,1.9171359989111316,0.7653271028037384,0.7392394015870717
Joacaba,SOUTH AMERICA,-51.51130952,-27.17172619,28.0,28.0,27.08563319,0.522015004,748.038,0.677146044,11200.0,43859.99997,32659.99997,0.141644789,0.302222412,834.2142859,17.6516368,11.69434517,55.30247838,345.5322277,27.93928569,6.792857119,21.14642859,16.03095239,16.62142869,21.78154775,13.39523816,1734.892857,200.75,101.75,22.42116063,535.0714286,370.6428571,462.5357143,394.2857143,H,1.3801805662967,-3.0838773023669974,0.6603991596638658,0.39566112702417383
Joao Pessoa,SOUTH AMERICA,-34.89273128,-7.138839941,227.0,227.0,196.8746154,2.361699001,9.190725563,0.704020629,802993.9997,977058.9996,174064.9999,0.140299575,0.084647178,5773.85333,25.73768437,8.786356846,76.56235859,94.34421081,31.18672583,19.71238952,11.4743363,25.21143068,26.21327428,26.6669617,24.35995566,1849.336283,302.3982301,40.26548672,61.77708906,815.2168141,140.8274336,416.5442478,716.039823,M,4.083953438560969,-1.8328740318254606,0.9589893617021273,0.9304963437086449
Jodhpur,ASIA,73.29849128,26.32695662,707.0,707.0,678.7999742,0.940905272,275.4382023,0.741083631,1160810.999,1778613.999,617803.0001,0.400876362,0.025409281,745.3253183,26.62537719,13.89967,42.67012087,605.3440751,41.4097596,8.851485165,32.55827435,29.99094775,19.44806694,33.20115502,18.23470061,400.5502122,138.9830269,1.902404526,145.6922898,323.8585573,7.958981612,176.8090523,8.871287129,K,1.5551228726194688,3.8737338354165827,0.7834722222222222,0.8272631217836418
Johannesburg,AFRICA,28.07792203,-26.18175719,2099.0,2099.0,2012.904511,2.554671074,1552.818284,0.892789135,4210330.999,7851282.997,3640951.998,0.033096008,0.036998037,7504.179133,15.90367437,13.76965619,55.48476006,402.8867363,26.22610769,1.395235824,24.8308719,19.67524219,10.40991742,20.07028747,10.40991742,719.7813244,131.5545498,3.75797999,78.29002452,353.9847546,17.55312053,341.9066222,17.55312053,I,-0.5609695862326259,1.3356092809973088,0.4602127659574471,0.6240412570340601
John Day,NORTH AMERICA,-118.9611111,44.42222222,3.0,3.0,3.61451163,0.114370204,1579.281,0.522205198,174.9999993,1339.999996,1164.999996,0.003348466,0.226427215,113.3333337,8.995833395,16.38611094,43.58019002,743.4920247,31.29999987,-6.300000033,37.59999975,8.0999996,18.15555572,18.46111043,0.199999997,324.3333334,38.0,13.0,27.51730665,100.3333333,53.0,65.00000001,84.66666668,D,-2.8139615598334884,1.4239548952670673,0.3858566978193149,0.6176063215285635
Johnson City,NORTH AMERICA,-82.37146799,36.33256071,151.0,151.0,161.2942129,1.52281792,624.438,0.660508957,67217.99997,86199.99995,18981.99999,0.172381241,0.170777862,4567.430464,13.13013246,13.30386308,38.76594882,807.9927291,30.12119201,-4.198013126,34.3192052,20.99039733,11.62935981,22.87339957,2.901655601,1121.708609,123.2450331,71.54304636,14.43095951,330.3907285,237.0794702,319.9006623,262.6357616,H,-1.0208274811758467,-1.4393821959405222,0.7082983193277311,0.6718756466144957
Johnstown,NORTH AMERICA,-78.90401515,40.30363636,110.0,110.0,124.1176788,0.722389099,502.53,0.678244199,67913.99994,59761.99993,-8152.000013,0.134283632,0.056770786,4130.881819,9.390681804,11.42863631,32.24803408,904.3697648,27.46909091,-7.959090905,35.4281818,18.23303034,-2.056515163,20.2683333,-2.056515163,1100.163636,114.5181818,72.26363636,14.6441462,327.6545455,228.4545455,316.6454545,228.4545455,B,-2.197340294608671,-2.169440903555375,0.651253561253561,0.696415242166088
Johor Bahru,ASIA,103.751338,1.524742304,296.8491657,302.8491657,260.7109376,4.229855805,23.637,0.836089725,997121.0786,1223067.415,225946.3368,0.228415925,0.003360163,1591.466645,26.70908066,7.325132083,86.79824017,40.56735773,31.08998061,22.6514858,8.438494803,26.31516363,26.92564144,27.1722482,26.14954575,2398.127846,311.6388225,152.62428,22.73064044,776.3455001,470.1668593,568.9321176,764.6286045,N,5.19685060168234,-5.324711706414403,0.9688965517241386,0.9815866584092275
Joinville,SOUTH AMERICA,-48.84375,-26.3000817,204.0,204.0,195.8314495,1.976623268,35.365,0.786181061,653463.0,549272.9998,-104190.0002,0.040471155,0.053940787,2986.936274,20.81572714,8.605718931,50.26013279,303.2527256,29.22990191,12.1078431,17.12205881,24.62205881,17.20040842,24.62205881,17.20040842,1730.460784,250.1421569,80.92156863,36.74048087,668.8970588,263.872549,668.8970588,263.872549,H,2.1874655791948565,-3.0319738688796973,0.1649789915966386,0.19535016472610336
Joliet,NORTH AMERICA,-88.04268976,41.5975221,784.1770739,784.1770739,902.3311192,3.424155998,205.2720279,0.81088527,419268.7287,504906.3714,85637.64266,0.144780243,0.011494709,6472.649607,9.834751034,11.18853062,28.03439957,1045.077864,29.54764444,-10.35871147,39.90635596,19.61604747,-3.679131919,22.27794411,-3.679131919,944.4522127,104.9457881,36.81270268,29.88790282,303.7951172,138.8805585,302.1964525,138.8805585,B,-2.7252060486340457,-1.0333760629135031,0.651253561253561,0.6864586549537668
Joliette,NORTH AMERICA,-73.4525463,46.040625,72.0,72.0,89.25399076,2.123797514,318.13975,0.767414501,39656.99997,47613.99997,7956.999999,0.253401555,0.003552684,317.8333333,5.074826386,10.80636574,24.6018792,1183.051804,26.27638888,-17.64861125,43.92500035,18.91134267,-9.201851871,18.91134267,-10.23101852,1009.236111,103.3194444,57.25,16.83948963,289.875,193.4444444,289.875,208.9722222,B,-3.5972407853618584,-1.9349363606238972,0.5712250712250715,0.6462641003267698
Jonesboro,NORTH AMERICA,-90.69447464,35.82753623,92.00000001,92.00000001,97.64288605,2.642696468,71.938,0.668837329,48920.99998,64824.99996,15903.99999,0.291408739,0.115951951,3943.750001,15.64465574,11.59003617,32.3737907,895.7150799,33.34456527,-2.456521778,35.80108763,15.70615937,26.42971018,26.42971018,4.198550706,1200.793478,129.0326087,72.40217391,20.48006982,378.6304348,235.6304348,235.6304348,287.6630435,H,-0.5074495134427514,-1.3068865268801129,0.7082983193277311,0.6474365010351724
Jonkoping,EUROPE,14.17266082,57.76418129,171.0,171.0,275.8476894,1.094530002,227.83,0.645136823,84450.99991,100896.9999,16445.99998,0.042540457,0.004073324,3877.847953,5.726827465,8.429970758,30.7902673,687.8780278,21.10467847,-6.273099436,27.37777786,13.36306042,0.349122813,14.5258285,-2.324951261,690.7076024,77.74853802,35.60233918,22.49708717,215.0877193,122.4853801,201.9649123,151.4093567,B,-3.1154254135992314,-2.0211604260160545,0.655128205128205,0.6847478205669439
Joplin,NORTH AMERICA,-94.50071839,37.09087644,116.0,116.0,125.1369273,1.717062566,285.342,0.748568392,57765.99998,71839.99995,14073.99998,0.203037101,0.178181143,4178.146552,14.17837646,12.50531612,32.95517293,926.0313431,32.71465528,-5.231896511,37.94655152,18.97902298,2.322988531,25.3067528,2.322988531,1133.560345,133.2672414,43.06896552,30.09634066,363.3448276,167.6724138,312.0603448,167.6724138,H,-1.3435208387212374,-0.569217429708701,0.708760504201681,0.6766954982838879
Jorhat,ASIA,94.19287424,26.69039421,2096.933785,2096.933785,2019.68002,0.111437806,469.9242439,0.662365753,2170577.489,1385861.775,-784715.714,0.592214515,0.015628511,766.1729083,23.92352101,10.17636108,44.96830228,446.0941407,32.29045926,9.661086129,22.62937286,28.45527522,18.61418847,28.45707945,17.60744813,2206.467867,397.0229403,13.75180628,78.65311342,1089.861991,69.30414735,1089.856745,78.33659565,L,3.645306969493936,-0.6375554725486705,0.9121923076923076,0.8524600273126602
Jos,AFRICA,8.838755981,9.792284689,418.0,418.0,365.027307,0.11887077,836.2508239,0.793367798,637345.999,786531.9997,149186.0007,0.5682627,0.247842867,190.1842105,21.78128988,11.50428625,62.10675886,168.9722323,31.07727263,12.55287082,18.52440176,20.48955341,20.48389152,24.28329345,20.42555813,1260.866029,293.4593301,0.782296651,102.8896885,764.0119617,3.806220096,242.3755981,462.380383,K,2.8163741715374964,1.1908241324192839,0.49111111111111105,0.7502814636676581
Juan Aldama,NORTH AMERICA,-103.3964286,24.29761905,6.999999999,6.999999999,6.60914053,0.133195436,1927.815,0.588376887,9188.999977,10186.99998,998.0000009,0.281424605,0.414393322,2161.0,17.26785742,16.99047661,61.75142452,360.5362156,30.61428615,3.099999905,27.51428577,20.12142863,15.85714286,21.32380949,12.54523809,438.8571429,104.0,4.714285714,99.43777902,277.5714286,15.71428571,169.1428571,29.42857143,F,-0.006124431953083111,2.9222261103462617,0.8068670886075953,0.7634362408322958
Juan Jose Castelli,SOUTH AMERICA,-60.62760417,-25.94270833,16.0,16.0,15.31241048,0.903085396,120.693,0.608132684,1953.999999,11338.99999,9384.999988,0.386180261,0.134264136,1193.0,21.79843736,13.35937476,54.63978147,420.079401,34.0,9.550000191,24.44999981,26.22916698,16.6697911,26.84270847,16.6697911,966.625,159.5,18.8125,61.49538755,381.6875,59.875,358.625,59.875,K,1.4034529750357858,1.2023543618451185,0.7834722222222222,0.8363027352382878
Juanjui,SOUTH AMERICA,-76.73333333,-7.172222222,9.0,9.0,7.806169684,0.196161944,776.726,0.586813571,92.99999989,14875.99999,14782.99999,0.497778123,0.001198702,140.2222222,26.59027757,11.37870354,88.74258847,43.44585631,32.7888883,19.96666654,12.82222176,26.64074092,26.00555547,27.04259237,26.00185119,1561.555556,194.0,76.11111112,29.08791839,505.5555556,249.0,412.6666667,296.2222222,N,3.986232594411097,-1.198047296106494,0.9688965517241386,0.9811571083102959
Juarez,SOUTH AMERICA,-59.81111111,-37.67055556,15.0,15.0,16.30887429,0.772856158,209.296,0.694993266,19817.99997,9572.99999,-10244.99998,0.260117017,0.088408297,1827.2,13.48916683,12.65499986,46.67451401,521.1182821,29.02666677,1.913333313,27.11333377,19.72666702,7.335555681,20.08777835,7.335555681,799.6,102.0666667,36.2,28.74459038,264.2666667,120.6,235.0666667,120.6,H,-0.8609106721726603,-0.34417834390973995,0.7082983193277311,0.6420066515849738
Juazeiro,SOUTH AMERICA,-40.50283227,-9.412754963,14.62106388,14.62106388,12.75415031,2.855742839,442.76,0.770259098,33153.82765,105782.4357,72628.60805,0.086418483,0.164007977,355.3219981,25.82365495,11.41679558,74.89072118,126.6711999,33.51521552,18.27058615,15.24462937,26.80516384,24.45425622,26.97176431,23.99525499,502.8161158,111.5112285,1.996910111,90.07362057,270.0789431,8.210373638,195.118249,13.70796366,J,2.1060276520014054,2.1212924778713935,0.39072847682119216,0.5315048919669557
Juazeiro do Norte,SOUTH AMERICA,-39.3215773,-7.241203985,81.58204459,81.58204459,70.77116572,0.967145296,603.121,0.641684169,199611.9344,266626.0784,67014.14401,0.062952671,0.280550521,402.3593505,25.28503164,10.74091663,73.35313015,109.347264,32.78480151,18.1418792,14.64292231,24.99187018,24.7994153,26.6662486,23.93536711,1096.641195,249.7911806,5.088040354,99.23415355,665.4326691,23.76220258,151.2429797,93.97485318,J,2.943597282887028,1.479357121364886,0.39072847682119216,0.7158477851431131
Juba,AFRICA,31.59733333,4.849333333,25.0,25.0,21.59109404,0.19443774,649.288,0.714862181,2679.999999,202526.0005,199846.0005,0.103923463,0.382677328,282.7199998,27.48133339,13.93933315,75.23444061,142.8794495,37.64799927,19.12000046,18.52799881,25.84066635,28.4873333,29.38933273,25.80666649,1005.92,146.28,5.08,66.99870026,410.8,25.04,164.04,403.76,G,3.1330398568889146,2.1077596173647333,0.8743628509719227,0.8400786607973345
Juchitan,NORTH AMERICA,-95.01776316,16.44890351,38.0,38.0,34.09594506,0.813376385,573.7981711,0.798099125,31411.99999,86692.99995,55280.99996,0.429964613,0.234334278,2752.526316,27.40855252,10.37149128,67.09507471,144.6999789,35.28947368,19.83157891,15.45789478,28.21140345,25.57675457,28.94473683,25.37324584,1025.0,270.8947368,2.868421053,114.4225207,624.4736842,10.28947368,295.6578947,10.44736842,K,3.5690527016693796,2.099475898408783,0.6196296296296295,0.7893718959442103
Juifang,ASIA,121.785704,25.12531104,21.01137218,21.01137218,19.97045844,1.524921257,23.341,0.680788728,60624.48977,67592.20032,6967.710556,0.086294355,0.395186678,3504.0,21.56626537,5.41135875,28.82082058,486.7813636,31.32457074,12.55065495,18.77391598,22.91776963,27.02192061,27.34476163,15.55930457,3433.964845,391.6405539,176.4149914,21.64870162,1075.418311,719.2908023,719.9571082,860.8032068,N,4.271789516670251,-7.616443394357449,0.9688965517241386,0.981694367024737
Juigalpa,SOUTH AMERICA,-85.371,12.12066667,25.0,25.0,22.00412968,0.174324064,372.489,0.623604211,11862.99999,32952.99999,21090.0,0.323618711,0.376096743,852.9999999,26.62216675,7.927666683,70.15717773,84.29401062,32.8840007,21.58400024,11.30000046,26.43399986,27.05866676,27.83466682,25.70333328,1497.56,271.84,11.52,81.99485474,706.64,45.40000001,141.4,173.52,J,3.8524608809967633,0.8588683356900111,0.8260927152317883,0.8235219316354148
Juina,SOUTH AMERICA,-59.50277778,-11.39907407,9.0,9.0,7.900983671,3.95e-05,365.174,0.109266687,1.07e-17,151.9999997,151.9999997,0.0,0.0,0.0,24.29583316,12.4342591,69.42217594,65.98426395,32.56666607,14.65555572,17.91111014,24.45185237,23.52592574,24.88518545,23.31666671,1894.333333,335.0,5.111111111,77.94944678,924.6666667,42.11111111,425.5555556,74.0,L,3.1598808996387406,0.12484114913534601,0.9003461538461537,0.8378572761403168
Juiz de Fora,SOUTH AMERICA,-43.375,-21.7430839,147.0,147.0,136.195387,1.312591009,804.346,0.742584679,436949.9998,543556.9998,106607.0,0.156854175,0.258289042,1447.149661,19.64469959,10.3680839,61.84383836,214.6196044,27.67482982,10.90952385,16.76530595,22.06757359,16.9552154,22.24648531,16.9552154,1424.435374,267.1088435,17.44217687,77.86028772,714.3945578,59.17006803,630.8843537,59.17006803,J,1.9894882317165206,-0.24927499197286151,0.8260927152317883,0.829544430272708
Juliaca,SOUTH AMERICA,-70.13506944,-15.48194444,48.0,48.0,42.86289453,0.305607243,4274.271,0.737108529,176628.0,222961.0,46333.0,0.409615604,0.011761846,736.5000001,9.830989599,16.21024311,73.12218873,129.7032808,19.41666647,-2.752083356,22.16875005,10.45277788,8.019097288,11.20138886,8.019097288,642.0416667,143.8541667,2.145833333,89.55037244,364.25,13.75,187.0416667,13.75,F,-1.3482866323664011,1.5389312573756613,0.8046202531645573,0.7315885343706645
Jullundur,ASIA,75.53743842,31.30459969,3783.716517,3783.716517,3810.795327,0.358827998,259.2965617,0.766993036,2945933.797,3415617.845,469684.0478,0.565995082,0.010630332,501.1441688,23.39947345,13.13970725,38.39964978,734.0516071,39.63949728,5.426679527,34.21281781,29.26343702,18.79404259,31.36642614,13.55842962,714.6390406,220.2088305,5.70669822,121.8330492,524.2902158,44.28475634,274.0160356,66.53643104,K,1.5362704842551669,2.9015694016261593,0.7834722222222222,0.8298777115437419
Jundiai,SOUTH AMERICA,-46.8533412,-23.19111635,212.0,212.0,198.4819756,2.361087171,724.602,0.756459929,358874.0,562089.9998,203215.9998,0.094886778,0.198468742,1002.240566,18.91625392,9.789190207,60.0592235,230.8646735,26.23820762,9.939150891,16.29905685,21.46430818,15.96399372,21.5595912,15.96399372,1343.108491,229.4716981,30.48584906,65.86105318,637.1509434,108.490566,591.8066038,108.490566,J,1.538536634514141,-0.9403912995661924,0.8260927152317883,0.8244638221729225
Juneau,NORTH AMERICA,-134.5180562,58.35456372,42.00187673,42.00215135,68.88455072,0.588792245,688.9927603,0.566722852,17940.36581,20987.1415,3046.775687,0.0,0.0,1490.626797,5.379495707,6.942793542,28.21711422,656.535044,18.53512241,-6.075681675,24.61080403,9.116195594,8.929717032,13.54233029,-2.523876702,1615.296894,240.080972,80.86482897,35.04846363,599.3240772,265.9457589,359.9727038,385.5677565,C,-1.7698392660437738,-4.425943921085836,0.8553386454183269,0.8243799776527945
Junin1,SOUTH AMERICA,-60.95755814,-34.58158915,43.0,43.0,44.94715013,1.898297523,65.517,0.761115856,33706.99999,54224.99998,20517.99999,0.381143855,0.101546289,822.6511627,16.10116289,12.88410837,47.12610688,519.9825042,30.58139566,3.241860473,27.33953507,21.684884,9.602325417,22.53139509,9.602325417,997.0,145.3255814,31.65116279,46.13906018,382.6976744,103.4418605,341.7209302,103.4418605,H,0.003023892025985784,0.03185682105338048,0.7082983193277311,0.6050137029395102
Junin2,SOUTH AMERICA,-76.0,-11.15238095,7.0,7.0,6.139934428,0.019123415,3679.2645,0.551885115,4694.999994,4524.999994,-169.9999993,0.150629321,0.411632756,276.1428571,6.4327381,14.07976178,77.97296579,100.8158667,14.19999981,-3.857142857,18.05714307,7.33809512,4.964285714,7.378571306,4.964285714,956.4285714,144.7142857,14.28571428,61.03430394,426.4285714,61.42857142,402.5714286,61.42857142,F,-1.5262413856005683,-0.24650737139836057,0.7811392405063293,0.5177984865883402
Jutiapa,NORTH AMERICA,-89.91756757,14.30518018,37.0,37.0,32.85888336,0.104001352,887.278,0.615226178,22940.99994,56968.99993,34027.99998,0.404641837,0.308175247,627.2972973,23.14988734,11.51328824,74.82797056,89.34850517,30.94864866,15.56216212,15.38648654,23.4896398,22.2644143,24.2612613,22.05315317,1400.783784,276.2702703,0.891891892,94.15898607,679.5945946,10.67567568,218.027027,29.67567568,K,2.937637669455716,1.5394341014817103,0.6581018518518518,0.7853229198212682
Juticalpa,NORTH AMERICA,-86.22,14.67166667,10.0,10.0,8.895465444,0.217845198,833.489,0.651061819,8682.999992,40911.0,32228.00001,0.442354704,0.202012513,289.3999999,25.23166676,11.63000002,69.43229294,146.0034882,33.7800003,17.03000011,16.75000019,25.87500019,25.49166679,26.99833336,23.30499992,1230.4,187.7,21.0,61.37500954,510.8,80.4,337.0,137.0,K,3.0229860311280063,1.025825567054432,0.49111111111111105,0.7120157129792151
Jyvaskyla,EUROPE,25.7614139,62.25730648,211.0,211.0,390.0153282,1.739908921,149.118,0.563111943,93429.99996,110297.9999,16867.99998,0.005060972,0.0,3755.056873,3.382997624,7.572393368,22.91931471,901.3289323,21.21232233,-11.82606632,33.03838851,13.03988942,-3.367140573,14.90774089,-7.451658796,630.7014218,89.65876777,29.85781991,34.39327556,231.3886256,103.8815166,227.5876777,118.4170616,B,-3.9409329115620415,-1.9506989594504198,0.5712250712250715,0.6364939962108176
Kaabong,AFRICA,34.125,3.533333333,1.0,1.0,0.862192641,0.0,1089.041,0.629591344,603.9999958,872.0000063,268.0000105,0.633334942,0.263710068,153.0,21.39166641,12.75,79.6875,101.6418152,30.20000076,14.19999981,16.0,20.16666603,22.33333397,22.76666641,20.16666603,754.0,130.0,5.000000005,66.35292053,353.0,43.00000001,73.00000001,353.0,F,2.089329475037063,1.6523022703214798,0.7379746835443041,0.668298218087772
Kabale,AFRICA,30.00762217,-1.246426536,456.5438849,456.5438849,392.9762574,0.003077839,1650.096074,0.643029497,247829.7091,236380.862,-11448.84705,0.704095461,0.131224198,155.1847119,16.6720794,11.58143256,87.01569632,29.36558303,23.056017,9.746197209,13.30981979,16.78947939,16.3073256,16.8816531,16.28592609,1084.153853,158.025361,16.98496042,46.25530391,386.2948876,95.2180908,312.3499291,133.0007342,F,1.4099922597192016,0.06329554430563887,0.7379746835443041,0.5692360611449222
Kabalo,AFRICA,26.92303922,-6.042156863,17.0,17.0,14.7113173,0.0,686.921,0.315194938,10875.99999,49829.99987,38953.99988,0.219762458,0.148894031,343.8235292,24.36960793,12.06274498,74.35433017,53.35036738,32.17647059,15.952941,16.22352959,23.80196078,24.2490194,24.92254953,23.80196078,1173.294118,184.2941176,4.647058823,68.59059278,508.0588235,28.88235294,204.8235294,508.0588235,J,2.7716345945875576,0.8310765048253742,0.8260927152317883,0.7743776490018996
Kabinda,AFRICA,24.48222222,-6.135555556,15.0,15.0,12.98283281,0.0,750.904,0.686614294,7658.999984,47595.99994,39936.99995,0.065681914,0.246421402,486.0000001,23.60805524,11.55944455,78.74389242,36.44797083,30.85333341,16.17333349,14.67999992,23.23333333,23.44444427,24.06666667,23.23333333,1421.066667,208.0,9.0,62.54563421,576.8,55.0,404.2,576.8,J,3.0277768651507593,-0.010846794988291447,0.8260927152317883,0.8105548028923331
Kabul,ASIA,69.20856093,34.79986424,2087.0,2087.0,2187.071044,0.248973722,2400.615669,0.605457141,3070139.999,5030450.997,1960310.998,0.250253839,0.252829061,986.1480592,13.10276912,13.6682359,34.33836723,958.3423645,32.94676561,-6.85845713,39.80522277,7.337150608,24.21152372,24.62912471,0.667385398,377.7455678,88.18830858,2.588883565,97.87132726,237.2702444,10.86248203,11.63009104,140.9516052,D,-1.8835441897086185,3.0226869893962336,0.7653271028037384,0.7591655849058891
Kabwe,AFRICA,28.43756039,-14.42983092,68.99999999,68.99999999,61.31382279,0.33827647,1128.841,0.719652758,402872.9995,218559.9997,-184312.9998,0.195869846,0.421120973,321.2463768,20.61781399,14.194082,57.91294728,264.0190695,32.23623193,7.726086969,24.51014502,21.68526578,17.15652173,23.54710137,17.02173913,866.8405797,221.173913,0.0,121.3047981,619.4927536,0.0,111.5362319,5.072463768,G,1.2981019020587572,2.5806241345706953,0.8743628509719227,0.8400037346681966
Kachiry,ASIA,76.09761905,53.07142857,7.000000003,7.000000003,10.02518406,0.226022157,102.358,0.424403191,1643.999992,3691.999995,2048.000003,0.13740671,0.093783286,573.9999995,2.445238113,10.92142868,22.72579302,1426.160819,26.39999989,-21.65714346,48.05714362,19.07142884,-6.547618934,19.07142884,-15.72857176,284.1428571,51.14285714,9.142857144,50.04667227,124.1428571,34.71428572,124.1428571,43.0,A,-4.898966314598754,0.35511367988415443,1.0,0.9996981269634426
Kadoma,AFRICA,29.90659722,-18.334375,24.0,24.0,21.75840366,0.102076194,1110.832,0.664885144,27382.99996,58086.99996,30704.0,0.028178178,0.289857187,240.2916668,21.87708346,14.31458338,57.92472474,289.2953567,33.45416737,8.741666635,24.71250057,23.43402783,17.91041668,24.75277789,17.87152791,732.4583333,170.5416667,0.0,110.6797921,485.5,1.958333333,285.2083333,6.000000001,G,1.1801432987972345,2.4095145136442544,0.8743628509719227,0.8410386346678815
Kadugli,AFRICA,29.72041667,11.00479167,39.99999999,39.99999999,35.06665187,0.05197202,556.5242787,0.507450704,59431.99991,123859.9998,64427.99992,0.20381607,0.354223223,264.725,28.31197915,14.57062499,63.91328831,206.4697235,40.20249996,17.40500002,22.79749994,26.6808331,26.90750003,31.43583317,26.6808331,672.475,166.725,0.0,112.8007315,441.3,0.0,57.85,441.3,G,3.080875100846624,3.1958426378007085,0.8743628509719227,0.8339453965116609
Kaduna,AFRICA,7.446089932,10.51458944,341.0,341.0,298.4579871,0.66168729,621.383,0.831834823,992354.9996,1544541.0,552186.0,0.529245164,0.183065224,92.46627569,25.54002934,12.40425223,62.6048367,170.6120519,35.20909087,15.39442815,19.81466276,24.16339196,24.44648094,28.06515144,24.12673508,1165.058651,294.0469208,0.0,109.0095939,748.1231672,1.519061584,179.2258065,454.0967744,K,3.443348378987875,1.9162524994900314,0.5990740740740739,0.7701472179755788
Kaedi,AFRICA,-13.50454545,16.15530303,11.0,11.0,9.85510175,0.020871436,57.384,0.491915674,1900.999993,52180.99994,50279.99994,0.065276704,0.807640102,574.9090909,30.63030278,14.1121208,54.05170406,316.0480513,43.3090907,17.20000024,26.10909046,31.18636357,30.5,34.32878737,26.27878761,259.4545455,97.54545455,0.0,151.4350225,229.0,1.0,15.63636364,3.0,G,2.82000265440036,5.001029137010875,0.8743628509719227,0.8399496919478786
Kaesong,ASIA,126.4987135,37.93850877,285.0,285.0,310.9600061,0.183065321,36.41948156,0.746056204,260063.9998,160142.9998,-99920.99995,0.471740416,0.007305507,1082.985964,10.91108187,9.701111131,26.12942062,1024.865666,28.10631589,-9.012631573,37.11894711,22.56742691,-2.305380091,22.94298235,-2.305380091,1219.37193,316.9368421,17.04210526,99.98326547,751.6631579,57.84912281,727.122807,57.84912281,H,-0.7976136548031418,-0.5496099546116483,0.05686974789915964,0.1651627774399786
Kafue,AFRICA,28.175,-15.77333333,4.999999999,4.999999999,4.471242658,0.262449694,1056.498,0.630448424,2258.999992,12713.99999,10455.0,0.226252647,0.452658436,164.9999999,21.56750031,13.40833359,55.36065674,288.3351807,32.92000046,8.699999809,24.2199997,22.69999962,17.72999992,24.77999954,17.68333359,766.2,202.4,0.0,120.6309311,546.6,0.0,108.6,3.0,G,1.370015661076063,2.742707141207638,0.8743628509719227,0.8507653383734766
Kaga Bandoro,AFRICA,19.18020833,6.998958333,8.000000002,8.000000002,6.936084374,0.0,490.9036001,0.336362305,444.9999984,35199.99993,34754.99993,0.034948605,0.047644477,182.5000002,24.27864623,13.2697916,63.75898504,155.1641903,33.11249971,12.30000007,20.81250024,25.05208325,22.30416703,25.59583306,21.99166656,1305.5,243.25,2.0,88.09551716,708.75,11.25,243.5,23.375,G,2.245636748480192,1.337035709695446,0.8743628509719227,0.8025501294190139
Kagoshima,ASIA,130.5293379,31.58093607,146.0,146.0,147.4770267,0.965203626,123.45,0.84346813,562818.9994,467455.9998,-95362.99967,0.099003046,0.006962232,612.1575344,17.43161933,8.58297879,30.04215462,732.7669544,31.29503548,2.729077998,28.56595751,23.77115835,10.36217497,26.41654861,8.286288406,2298.283688,435.6950355,74.45390071,57.59575942,1003.007092,241.4468085,776.4042553,262.964539,H,1.7302237109184135,-3.209822312964648,0.1649789915966386,0.22137427498402015
Kahama,AFRICA,32.60073529,-3.813970588,34.0,34.0,29.32404767,0.08252218,1208.789,0.698227813,4151.999988,92022.99993,87870.99994,0.488729608,0.43333434,162.3235293,22.85551464,11.67475484,70.59529966,95.18142566,31.09117648,14.55294121,16.53823527,22.73921568,21.8563725,24.19117647,21.83284311,843.7647059,139.2352941,0.911764706,81.36645575,379.8823529,7.882352941,156.5588235,52.08823528,G,2.143354410613391,2.2840821691360507,0.8743628509719227,0.8296325207168503
Kahramanmaras,ASIA,36.93149225,37.57819767,86.00000001,86.00000001,93.37765036,1.264782372,914.5378663,0.805535752,364655.9998,440238.9997,75582.99997,0.222753041,0.056537342,5103.906975,16.43740309,11.91124033,34.37473009,855.9119696,34.94767473,0.301162796,34.64651192,5.964922452,26.77344979,26.77829479,5.964922452,669.8255814,121.872093,3.139534884,76.75777471,331.5,13.48837209,14.53488372,331.5,D,-1.0290442113600717,1.4542055775185214,0.7653271028037384,0.7253118760693841
