City,Region,Cluster,Baseline_Stability,Stability
Maridi,AFRICA,D,0.656673658,0.723395897
Mariental,AFRICA,C,0.845722395,0.794356877
Marietta,NORTH AMERICA,B,0.802774415,0.816022837
Mariinsk,ASIA,A,0.983337674,0.970060024
Marilia,SOUTH AMERICA,D,0.656673658,0.724408098
Marinette,NORTH AMERICA,A,0.983337674,0.970078475
Maringa,SOUTH AMERICA,B,0.764791609,0.642857077
Marion,NORTH AMERICA,B,0.866816369,0.831761019
Mariupol,EUROPE,B,0.866816369,0.798579799
Markala,AFRICA,D,0.555454658,0.658969828
Maroantsetra,AFRICA,E,0.973267257,0.973604078
Maroua,AFRICA,D,0.555454658,0.660198487
Marovoay,AFRICA,D,0.656673658,0.720424578
Marquette,NORTH AMERICA,B,0.863401651,0.692667098
Marrakesh,AFRICA,C,0.848272162,0.823238417
Marrupa,AFRICA,D,0.555454658,0.665792283
Marsabit,AFRICA,D,0.555454658,0.651579308
Marsala,EUROPE,C,0.848272162,0.687200932
Marseille,EUROPE,B,0.802774415,0.747270758
Martapura,MALAY ARCHIPELAGO,E,0.973267257,0.973777226
Mary,ASIA,C,0.848272162,0.8166747
Mary borough,AUSTRALIA,D,0.656673658,0.72174151
Maryborough,AUSTRALIA,C,0.290070762,0.438947105
Marzuq,AFRICA,C,0.847992224,0.822752671
Masaka,AFRICA,D,0.656673658,0.725218361
Masan,ASIA,B,0.868270289,0.843053033
Masasi,AFRICA,D,0.555454658,0.664888394
Mascara,AFRICA,C,0.848272162,0.822414087
Maseru,AFRICA,C,0.847849922,0.820249286
Mashhad,ASIA,C,0.848272162,0.694411518
Masindi-Port,AFRICA,D,0.6566095,0.713747382
Masjed Soleyman,ASIA,C,0.847011664,0.80240692
Mason City,NORTH AMERICA,A,0.983337674,0.97008607
Massawa,AFRICA,C,0.845722395,0.771633108
Masterton,POLYNESIA,B,0.802774415,0.815631473
Masvingo,AFRICA,C,0.798153966,0.741831093
Matadi,AFRICA,D,0.656673658,0.726140579
Matagalpa,NORTH AMERICA,D,0.656673658,0.719351518
Matagami,NORTH AMERICA,A,0.983337674,0.97016797
Matamoros,NORTH AMERICA,C,0.848272162,0.674974233
Matanzas,NORTH AMERICA,D,0.654549661,0.683267627
Matara,ASIA,E,0.973267257,0.973580935
Mataram,MALAY ARCHIPELAGO,E,0.973267257,0.948114138
Mataro,EUROPE,B,0.802774415,0.770368172
Matehuala,NORTH AMERICA,C,0.846419907,0.799276776
Mathura,ASIA,D,0.555454658,0.658713305
Mato Grosso,SOUTH AMERICA,D,0.656673658,0.724894218
Matola,AFRICA,D,0.555454658,0.660804671
Matruh,AFRICA,C,0.848272162,0.82181887
Matsue,ASIA,B,0.76663205,0.755629795
Matsumoto,ASIA,B,0.867396836,0.782693807
Matsuyama,ASIA,B,0.868270289,0.808861926
Maturin,SOUTH AMERICA,D,0.656673658,0.724969378
Maues,SOUTH AMERICA,E,0.973267257,0.973582938
Maumere,MALAY ARCHIPELAGO,D,0.656673658,0.720848695
Maun,AFRICA,C,0.642606532,0.695558234
Mawlamyine,ASIA,E,0.973267257,0.958088686
Maxixe,AFRICA,D,0.6566095,0.717656945
May Pen,SOUTH AMERICA,D,0.656673658,0.69901465
Mayaguez,SOUTH AMERICA,D,0.441640345,0.383808409
Maykop,EUROPE,B,0.867910591,0.843726402
Mazabuka,AFRICA,D,0.553492906,0.624384581
Mazar-e Sharif,ASIA,C,0.848272162,0.821185966
Mazatenango,NORTH AMERICA,E,0.973267257,0.816451011
Mazatlan,NORTH AMERICA,D,0.555454658,0.675902536
Mazyr,EUROPE,A,0.983337674,0.970142168
Mbabane,AFRICA,D,0.555454658,0.704090169
Mbaiki,AFRICA,D,0.656673658,0.697811065
Mbala,AFRICA,D,0.555454658,0.659021537
Mbale,AFRICA,D,0.656673658,0.722498664
Mbalmayo,AFRICA,D,0.652028378,0.643388974
Mbandaka,AFRICA,E,0.973267257,0.973715058
Mbanza-Congo,AFRICA,D,0.656673658,0.727254025
Mbanza-Ngungu,AFRICA,D,0.656673658,0.726473334
Mbarara,AFRICA,D,0.562806292,0.697917918
Mbe,AFRICA,D,0.555454658,0.674179691
Mbeya,AFRICA,D,0.555454658,0.65461427
Mbuji-Mayi,AFRICA,D,0.656673658,0.695304348
Mbulu,AFRICA,D,0.555454658,0.661671464
McAlester,NORTH AMERICA,B,0.802774415,0.747682504
McAllen,NORTH AMERICA,C,0.848272162,0.821242872
McCook,NORTH AMERICA,C,0.287675739,0.34903349
McGrath,NORTH AMERICA,A,0.983337674,0.970071018
Meadow Lake,NORTH AMERICA,A,0.983337674,0.970125413
Medan,MALAY ARCHIPELAGO,E,0.973267257,0.973704736
Medani,AFRICA,D,0.555454658,0.657623872
Medea,AFRICA,C,0.848272162,0.687475327
Medellin,SOUTH AMERICA,E,0.973267257,0.973735487
Medford,NORTH AMERICA,C,0.848272162,0.751091878
Medicine Hat,NORTH AMERICA,A,0.983337674,0.9700791
Medina,ASIA,C,0.847576205,0.808124527
Medinipur,ASIA,D,0.656673658,0.722402749
Mednogorsk,EUROPE,A,0.983337674,0.970063008
Meekatharra,AUSTRALIA,C,0.846419907,0.798437651
Meerut,ASIA,D,0.555454658,0.659643392
Megion,ASIA,A,0.983337674,0.970092748
Meiganga,AFRICA,D,0.656673658,0.704297936
Meizhou,ASIA,D,0.654162246,0.660925537
Mejillones,SOUTH AMERICA,C,0.848272162,0.771743646
Mekambo,AFRICA,D,0.441640345,0.43412426
Mekele,AFRICA,D,0.553492906,0.608639925
Meknes,AFRICA,C,0.848272162,0.822754723
Mekoryuk,NORTH AMERICA,A,0.983337674,0.970053655
Melbourne1,NORTH AMERICA,B,0.739536451,0.483512828
Melbourne2,AUSTRALIA,B,0.802774415,0.789484399
Melekeok,MICRONESIA,E,0.973267257,0.973689423
Melilla,AFRICA,C,0.848272162,0.725295434
Melitopol,EUROPE,A,0.983337674,0.86295512
Melo,SOUTH AMERICA,B,0.784179505,0.742156444
Melton,AUSTRALIA,B,0.802774415,0.730291311
Melun,EUROPE,B,0.868270289,0.843585526
Melut,AFRICA,D,0.555454658,0.661074183
Melville,NORTH AMERICA,A,0.983337674,0.969973208
Memphis,NORTH AMERICA,B,0.802774415,0.795153638
Mendi,MELANESIA,E,0.973267257,0.973638051
Mendocino,NORTH AMERICA,B,0.802774415,0.736905838
Mendoza,SOUTH AMERICA,C,0.848272162,0.821664635
Mengzi,ASIA,D,0.555454658,0.706067722
Meningie,AUSTRALIA,C,0.848272162,0.82073267
Menongue,AFRICA,C,0.642606532,0.579418027
Merauke,MELANESIA,D,0.653811845,0.660268425
Merced,NORTH AMERICA,C,0.848272162,0.821668289
Mercedes1,SOUTH AMERICA,B,0.802774415,0.730452837
Mercedes2,SOUTH AMERICA,C,0.848272162,0.82286929
Mercedes3,SOUTH AMERICA,B,0.802774415,0.728265558
Mercedes4,SOUTH AMERICA,D,0.468481801,0.484674329
Merida,NORTH AMERICA,D,0.555454658,0.670284747
Meridian,NORTH AMERICA,B,0.802774415,0.767171784
Merimbula,AUSTRALIA,B,0.802774415,0.789912335
Merowe,AFRICA,C,0.642606532,0.585793873
Merredin,AUSTRALIA,C,0.847849922,0.821140912
Meru,AFRICA,D,0.656673658,0.726644795
Mesa,NORTH AMERICA,C,0.848272162,0.821039853
Messina,EUROPE,B,0.802774415,0.741008629
Metairie,NORTH AMERICA,B,0.76663205,0.714413971
Metz,EUROPE,B,0.868270289,0.842599462
Mexicali,NORTH AMERICA,C,0.848272162,0.821042773
Mexico City,NORTH AMERICA,C,0.848272162,0.817989207
Meymaneh,ASIA,C,0.848272162,0.811517459
Mezen,EUROPE,A,0.983337674,0.970062353
Miahuatlan,NORTH AMERICA,C,0.642606532,0.64652421
Miami,NORTH AMERICA,B,0.76663205,0.574363027
Miami Beach,NORTH AMERICA,B,0.76663205,0.643753039
Miandrivazo,AFRICA,D,0.656673658,0.720697311
Mianyang,ASIA,D,0.555454658,0.586201801
Miass,ASIA,A,0.983337674,0.970155796
Michurinsk,EUROPE,A,0.983337674,0.970173308
Middelburg1,AFRICA,C,0.847576205,0.814596793
Middelburg2,AFRICA,C,0.847576205,0.812307865
Middlesbrough,EUROPE,B,0.868270289,0.843471474
Midland,NORTH AMERICA,C,0.848272162,0.822029497
Mikhaylovka,EUROPE,A,0.983337674,0.97019398
Mikumi,AFRICA,D,0.656673658,0.726650516
Milagro,SOUTH AMERICA,D,0.656673658,0.713843272
Milan,EUROPE,B,0.868270289,0.844403906
Mildura,AUSTRALIA,C,0.848272162,0.796234724
Miles City,NORTH AMERICA,A,0.983337674,0.904659762
Millerovo,EUROPE,A,0.983337674,0.96997868
Milwaukee,NORTH AMERICA,B,0.866816369,0.796698514
Minas,SOUTH AMERICA,B,0.783614168,0.752929491
Minatitlan,NORTH AMERICA,E,0.973267257,0.966888704
Mindelo,AFRICA,D,0.555454658,0.658567214
Mineiros,SOUTH AMERICA,D,0.656673658,0.722829367
Mingan,NORTH AMERICA,A,0.983337674,0.970132037
Minna,AFRICA,D,0.656673658,0.713724623
Minneapolis,NORTH AMERICA,A,0.983337674,0.963459415
Minot,NORTH AMERICA,A,0.983337674,0.970156485
Minsk,EUROPE,B,0.865983494,0.810049617
Minxian,ASIA,A,0.983337674,0.933862753
Miracema,SOUTH AMERICA,D,0.656673658,0.726440329
Mirbat,ASIA,C,0.642606532,0.666082018
Miri,MALAY ARCHIPELAGO,E,0.973267257,0.973656496
Mirnyy,ASIA,A,0.983337674,0.970103811
Mirput Khas,ASIA,D,0.555454658,0.648183964
Mirzapur,ASIA,D,0.555454658,0.660541525
Mishan,ASIA,A,0.983337674,0.970061714
Miskolc,EUROPE,B,0.866816369,0.740874669
Misratah,AFRICA,C,0.848272162,0.746795699
Missoula,NORTH AMERICA,C,0.217709176,0.273159902
Mistassini,NORTH AMERICA,A,0.983337674,0.970055339
Mitchell,NORTH AMERICA,A,0.983337674,0.970050193
Mitilini,EUROPE,C,0.848272162,0.719552581
Mitla,NORTH AMERICA,C,0.845722395,0.772533224
Mito,ASIA,B,0.868270289,0.8426756
Mityana,AFRICA,D,0.656673658,0.701351527
Mitzik,AFRICA,D,0.656673658,0.696319469
Miyazaki,ASIA,E,0.973267257,0.966305135
Mizdah,AFRICA,C,0.848272162,0.822569402
Mmabatho,AFRICA,C,0.846419907,0.799787341
Mo i Rana,EUROPE,B,0.863401651,0.778218237
Moab,NORTH AMERICA,C,0.847580093,0.701908886
Moanda1,AFRICA,D,0.6566095,0.720733188
Moanda2,AFRICA,D,0.656673658,0.700110775
Moba,AFRICA,D,0.555454658,0.658852459
Mobile,NORTH AMERICA,B,0.76663205,0.706809382
Mobridge,NORTH AMERICA,A,0.983337674,0.970056701
Mocambique,AFRICA,D,0.6566095,0.72466382
Modena,EUROPE,B,0.856390646,0.835305266
Modesto,NORTH AMERICA,C,0.848272162,0.797176662
Moengo,SOUTH AMERICA,E,0.973267257,0.973599629
Mogadishu,AFRICA,D,0.555454658,0.659592802
Mogocha,ASIA,A,0.983337674,0.970104833
Mojokerto,MALAY ARCHIPELAGO,D,0.653811845,0.675488555
Mokpo,ASIA,B,0.868270289,0.843651204
Molde,EUROPE,B,0.866816369,0.840069818
Molepolole,AFRICA,C,0.846419907,0.794579968
Mollendo,SOUTH AMERICA,C,0.848272162,0.781609584
Moloundou,AFRICA,E,0.973267257,0.973733544
Mombasa,AFRICA,D,0.656673658,0.710351851
Monaco,EUROPE,B,0.802774415,0.821928048
Monchegorsk,EUROPE,A,0.983337674,0.970090071
Monclova,NORTH AMERICA,C,0.847576205,0.815078472
Moncton,NORTH AMERICA,B,0.866816369,0.815793751
Mongbwalu,AFRICA,D,0.441640345,0.40019654
Mongo,AFRICA,D,0.555454658,0.659571182
Mongomo,AFRICA,E,0.973267257,0.966417823
Mongu,AFRICA,D,0.555454658,0.646180867
Monroe,NORTH AMERICA,B,0.802774415,0.762831028
Monrovia,AFRICA,E,0.973267257,0.973632877
Mont-Laurier,NORTH AMERICA,A,0.983337674,0.970137328
Monte Cristi,SOUTH AMERICA,D,0.570545959,0.69035649
Montego Bay,NORTH AMERICA,E,0.973267257,0.973561531
Montemorelos,NORTH AMERICA,D,0.555454658,0.652682131
Montepuez,AFRICA,D,0.555454658,0.665130965
Monterey1,NORTH AMERICA,B,0.802774415,0.714339663
Monterey2,NORTH AMERICA,C,0.290070762,0.477960153
Monteria,SOUTH AMERICA,D,0.656673658,0.69438291
Montero,SOUTH AMERICA,D,0.656673658,0.701115819
Monterrey,NORTH AMERICA,C,0.848272162,0.820984159
Montes Claros,SOUTH AMERICA,D,0.555454658,0.678129404
Montevideo,SOUTH AMERICA,B,0.802774415,0.821770673
Montgomery,NORTH AMERICA,B,0.802774415,0.766562397
Monticello,NORTH AMERICA,C,0.286940124,0.334217013
Montpelier1,NORTH AMERICA,A,0.983337674,0.936923484
Montpelier2,NORTH AMERICA,A,0.983337674,0.970116726
Montpellier,EUROPE,B,0.802774415,0.75627233
Montreal,NORTH AMERICA,B,0.866816369,0.816098903
Montrose,NORTH AMERICA,C,0.289231726,0.368802928
Monywa,ASIA,D,0.555454658,0.659900701
Moorhead,NORTH AMERICA,A,0.983337674,0.970160511
Moose Jaw,NORTH AMERICA,A,0.983337674,0.970004141
Mopti,AFRICA,D,0.555454658,0.652983488
Moquegua,SOUTH AMERICA,C,0.846419907,0.794249719
Moradabad,ASIA,D,0.555454658,0.662843698
Moranbah,AUSTRALIA,D,0.555454658,0.637276807
Moratuwa,ASIA,E,0.973267257,0.973780346
Morawa,AUSTRALIA,C,0.846419907,0.798807515
Moree,AUSTRALIA,C,0.848272162,0.822067195
Morelia,NORTH AMERICA,C,0.847576205,0.81839183
Morgantown,NORTH AMERICA,B,0.868270289,0.843956722
Morioka,ASIA,B,0.866816369,0.827927309
Morogoro,AFRICA,D,0.606187539,0.712229348
Moron1,NORTH AMERICA,D,0.656673658,0.717959396
Moron2,ASIA,A,0.983337674,0.961334041
Morondava,AFRICA,D,0.616255398,0.712456244
Moroni,AFRICA,E,0.973267257,0.973727641
Moroto,AFRICA,D,0.555454658,0.657305315
Morrinhos,SOUTH AMERICA,D,0.656673658,0.726051609
Morshansk,EUROPE,A,0.983337674,0.970072977
Moscow,EUROPE,B,0.866816369,0.812988041
Moshi,AFRICA,D,0.555454658,0.659818286
Moss,EUROPE,B,0.865983494,0.812183115
Mossel Bay,AFRICA,B,0.802774415,0.732424597
Mossendjo,AFRICA,D,0.656673658,0.723907924
Mossoro,SOUTH AMERICA,D,0.555454658,0.680897762
Mostaganem,AFRICA,C,0.848272162,0.821356102
Mostar,EUROPE,B,0.802774415,0.774439285
Mosul,ASIA,C,0.848272162,0.822436486
Motul,NORTH AMERICA,D,0.555454658,0.684854825
Motupe,SOUTH AMERICA,D,0.555454658,0.644279036
Mouila,AFRICA,D,0.656673658,0.69350383
Moundou,AFRICA,D,0.555454658,0.659261077
Mount Barker,AUSTRALIA,C,0.848272162,0.811072188
Mount Gambier,AUSTRALIA,B,0.802774415,0.734568622
Mount Isa,AUSTRALIA,C,0.642606532,0.552514485
Moyale,AFRICA,D,0.555454658,0.65951768
Moyo,AFRICA,D,0.555454658,0.672837264
Moyobamba,SOUTH AMERICA,E,0.973267257,0.964631104
Mozdok,EUROPE,A,0.983337674,0.962477186
Mozhga,EUROPE,A,0.983337674,0.970040296
Mpika,AFRICA,D,0.555454658,0.660577013
Mpwapwa,AFRICA,D,0.555454658,0.658676468
Mt. Hagen,MELANESIA,E,0.973267257,0.973761103
Mt. Shasta,NORTH AMERICA,C,0.387997667,0.581114673
Mtsensk,EUROPE,A,0.983337674,0.969964392
Mtwara,AFRICA,D,0.656673658,0.72562116
Muar,ASIA,E,0.973267257,0.973654988
Mubende,AFRICA,D,0.656673658,0.70557985
Mubi,AFRICA,D,0.555454658,0.659179689
Muconda,AFRICA,D,0.555454658,0.659590832
Mudangiang,ASIA,A,0.983337674,0.970012816
Mudgee,AUSTRALIA,B,0.802774415,0.698221273
Mudon,ASIA,E,0.973267257,0.95871397
Mufulira,AFRICA,D,0.555454658,0.653356997
Mugla,ASIA,C,0.848272162,0.698138436
Muglad,AFRICA,D,0.555454658,0.659639761
Muisne,SOUTH AMERICA,E,0.973267257,0.971884316
Mulhouse,EUROPE,B,0.868270289,0.843429177
Multan,ASIA,D,0.555454658,0.646190287
Mumbai,ASIA,E,0.741072566,0.723242997
Mumbwa,AFRICA,D,0.555454658,0.647774676
Munchon,ASIA,A,0.983337674,0.970074244
Muncie,NORTH AMERICA,B,0.867396836,0.841224745
Munich,EUROPE,B,0.867910591,0.842700515
Murcia,EUROPE,C,0.848272162,0.813605703
Murfreesboro,NORTH AMERICA,B,0.802774415,0.797244896
Muriae,SOUTH AMERICA,D,0.656673658,0.725556684
Murmansk,EUROPE,A,0.983337674,0.970076229
Murom,EUROPE,A,0.983337674,0.970081769
Muroran,ASIA,B,0.865983494,0.807701171
Murray Bridge,AUSTRALIA,C,0.848272162,0.787842092
Mus,ASIA,C,0.291235614,0.414585067
Musan,ASIA,A,0.983337674,0.970114417
Muscat,ASIA,C,0.848272162,0.821776102
Mushie,AFRICA,D,0.656673658,0.695335122
Musina,AFRICA,C,0.642606532,0.643224003
Muskegon,NORTH AMERICA,B,0.866816369,0.824224784
Muskogee,NORTH AMERICA,B,0.802774415,0.776653321
Musoma,AFRICA,D,0.608077113,0.712215049
Muswellbrook,AUSTRALIA,C,0.847849922,0.819762351
Mutare,AFRICA,D,0.555454658,0.645257705
Muyinga,AFRICA,D,0.555454658,0.685684995
Muzaffarnagar,ASIA,D,0.555454658,0.658932055
Muzaffarpur,ASIA,D,0.61815731,0.625832221
Mwanza,AFRICA,D,0.555454658,0.675719712
Mweka,AFRICA,D,0.656673658,0.698408058
Mwene-Ditu,AFRICA,D,0.653811845,0.673021695
Mwenga,AFRICA,D,0.656673658,0.72564622
Mwingi,AFRICA,D,0.555454658,0.662565063
Mwinilunga,AFRICA,D,0.555454658,0.657069349
My Tho,ASIA,D,0.656673658,0.713206824
Myeik,ASIA,E,0.973267257,0.973086159
Myingyan,ASIA,D,0.555454658,0.658366188
Myitkyina,ASIA,E,0.973267257,0.870798543
Mykolayiv,EUROPE,B,0.695796424,0.622625179
Mymensingh,ASIA,D,0.653811845,0.646928847
Myrtle Beach,NORTH AMERICA,B,0.788416094,0.768676028
Mysore,ASIA,D,0.555454658,0.66045331
Mzuzu,AFRICA,D,0.555454658,0.680346576
MÌùnster,EUROPE,B,0.868270289,0.842913922
Naberezhnyye Chelny,EUROPE,A,0.983337674,0.970240849
Nabeul,AFRICA,C,0.848272162,0.802025592
Nabire,MELANESIA,E,0.973267257,0.973644027
Nablus,ASIA,C,0.848272162,0.78949726
Nacala,AFRICA,D,0.619666255,0.715882946
Nacaome,NORTH AMERICA,D,0.656673658,0.698647175
Nadym,ASIA,A,0.983337674,0.970115122
Naga,MALAY ARCHIPELAGO,E,0.973267257,0.973777624
Nagano,ASIA,B,0.867910591,0.84345362
Nagaoka,ASIA,B,0.761189133,0.628133879
Nagasaki,ASIA,B,0.049790234,0.201554572
Nagele,AFRICA,D,0.555454658,0.654922585
Nagercoil,ASIA,D,0.656673658,0.698737403
Nagoya,ASIA,B,0.76663205,0.75367728
Nagpur,ASIA,D,0.555454658,0.661923175
Naha,ASIA,E,0.973267257,0.968230426
Nain,NORTH AMERICA,A,0.983337674,0.970159363
Nairobi,AFRICA,D,0.555454658,0.659993211
Naivasha,AFRICA,C,0.846419907,0.792338902
Najran,ASIA,C,0.845722395,0.777779253
Nakhodka,ASIA,A,0.983337674,0.970135562
Nakhon Phanom,ASIA,D,0.653811845,0.647827417
Nakhon Ratchasima,ASIA,D,0.555454658,0.708072269
Nakhon Sawan,ASIA,D,0.60423504,0.707678061
Nakhon Si Thammarat,ASIA,E,0.973267257,0.973375473
Nakuru,AFRICA,C,0.846419907,0.795310429
Naltchik,EUROPE,A,0.983337674,0.969989237
Nalut,AFRICA,C,0.848272162,0.822241103
Nam Dinh,ASIA,D,0.653811845,0.660311768
Namanga,AFRICA,D,0.555454658,0.655123332
Namangan,ASIA,C,0.848272162,0.761351181
Namibe,AFRICA,D,0.553492906,0.592361203
Nampo,ASIA,A,0.983337674,0.960463274
Nampula,AFRICA,D,0.6566095,0.723114381
Namtu,ASIA,D,0.656673658,0.726582864
Namur,EUROPE,B,0.868270289,0.843287737
Nan,ASIA,D,0.555454658,0.694690713
Nanaimo,NORTH AMERICA,B,0.868270289,0.84430985
Nancha,ASIA,A,0.983337674,0.970040049
Nanchang,ASIA,B,0.768513067,0.70241208
Nanchong,ASIA,D,0.555454658,0.58085005
Nancy,EUROPE,B,0.868270289,0.84326608
Nanded,ASIA,D,0.555454658,0.658440682
Nandi,MELANESIA,E,0.973267257,0.973658874
Nandyal,ASIA,D,0.555454658,0.660269848
Nangong,ASIA,C,0.351356143,0.443668096
Nanjing,ASIA,B,0.856390646,0.8354255
Nanning,ASIA,D,0.656673658,0.656997893
Nanping,ASIA,B,0.051182944,0.1958387
Nantes,EUROPE,B,0.856390646,0.834960219
Nantong,ASIA,B,0.856588721,0.816468471
Nanuque,SOUTH AMERICA,D,0.656673658,0.725564022
Nanyang,ASIA,B,0.114070839,0.390843387
Nanyuki,AFRICA,C,0.845722395,0.767334996
Naples1,NORTH AMERICA,D,0.656673658,0.654680072
Naples2,EUROPE,B,0.802774415,0.755880704
Nara,AFRICA,D,0.555454658,0.638856317
Narathiwat,ASIA,E,0.973267257,0.973411899
Narayanganj,ASIA,D,0.653811845,0.648898416
Narrabri,AUSTRALIA,C,0.847576205,0.813599966
Narrogin,AUSTRALIA,C,0.848272162,0.822655134
Narsarsuaq,NORTH AMERICA,A,0.983337674,0.97009168
Narva,EUROPE,A,0.983337674,0.969817318
Naryan Mar,EUROPE,A,0.983337674,0.970044843
Naryn,ASIA,A,0.983337674,0.941487099
Nasca,SOUTH AMERICA,C,0.847576205,0.803559278
Nashville,NORTH AMERICA,B,0.802774415,0.811332526
Nasik,ASIA,D,0.555454658,0.65957433
Nassau,NORTH AMERICA,D,0.654549661,0.61451543
Nata,AFRICA,C,0.643470451,0.711203108
Natal,SOUTH AMERICA,D,0.653811845,0.668427391
Natchez,NORTH AMERICA,B,0.76663205,0.720623179
National City,NORTH AMERICA,C,0.848272162,0.740996928
Natitingou,AFRICA,D,0.656673658,0.708773122
Nautla,NORTH AMERICA,E,0.973267257,0.96954331
Navajoa,NORTH AMERICA,C,0.642606532,0.55408318
Navoi,ASIA,C,0.848272162,0.808165834
Navsari,ASIA,D,0.656673658,0.69939663
Nawabganj,ASIA,D,0.656673658,0.72374689
Nawabshah,ASIA,D,0.555454658,0.635348833
Naxcivan,ASIA,C,0.848272162,0.757219851
Naypyidaw,ASIA,D,0.555454658,0.676171861
Nazareth,ASIA,C,0.848272162,0.797628626
Nazret,AFRICA,D,0.555454658,0.656192738
Nazyvayevsk,ASIA,A,0.983337674,0.970213134
Nchelenge,AFRICA,D,0.555454658,0.665806081
Ndalatando,AFRICA,D,0.656673658,0.72838635
Ndele,AFRICA,D,0.555454658,0.664083364
Ndende,AFRICA,D,0.656673658,0.706596502
Ndjamena,AFRICA,D,0.555454658,0.651758655
Ndola,AFRICA,D,0.555454658,0.659089669
Necochea,SOUTH AMERICA,B,0.802774415,0.817435311
Needles,NORTH AMERICA,C,0.847576205,0.820843783
Neftekamsk,EUROPE,A,0.983337674,0.970099982
Nehe,ASIA,A,0.983337674,0.970033929
Neiafu,POLYNESIA,E,0.973267257,0.973645867
Neiba,SOUTH AMERICA,D,0.555454658,0.660407512
Neijiang,ASIA,D,0.555454658,0.585770568
Neiva,SOUTH AMERICA,D,0.441640345,0.419994811
Nekemte,AFRICA,D,0.653811845,0.636352638
Nelidovo,EUROPE,A,0.983337674,0.970157788
Nellore,ASIA,D,0.619421345,0.710964702
Nelson1,POLYNESIA,B,0.868270289,0.842360107
Nelson2,NORTH AMERICA,B,0.863401651,0.530345975
Nelspruit,AFRICA,C,0.845722395,0.780245037
Nenana,NORTH AMERICA,A,0.983337674,0.970003097
Nenjiang,ASIA,A,0.983337674,0.970234242
Nepalganj,ASIA,D,0.6566095,0.71336442
Nephi,NORTH AMERICA,C,0.291235614,0.475821239
Nerchinsk,ASIA,A,0.983337674,0.970144749
Neryungri,ASIA,A,0.983337674,0.970001836
Neuquen,SOUTH AMERICA,C,0.848272162,0.767528826
Nevelsk,ASIA,A,0.983337674,0.970154786
Nevers,EUROPE,B,0.868270289,0.843693408
Nevinnomyssk,EUROPE,A,0.983337674,0.951847183
Nevyansk,ASIA,A,0.983337674,0.970054815
New Albany,NORTH AMERICA,B,0.856390646,0.835640109
New Amsterdam,SOUTH AMERICA,E,0.973267257,0.973694613
New Bedford,NORTH AMERICA,B,0.868270289,0.843886634
New Braunfels,NORTH AMERICA,B,0.802774415,0.691715653
New Delhi,ASIA,F,0.954529412,0.801586853
New Glasgow,NORTH AMERICA,B,0.866816369,0.815925179
New Haven,NORTH AMERICA,B,0.868270289,0.842845738
New Iberia,NORTH AMERICA,B,0.761189133,0.513592405
New Liskeard,NORTH AMERICA,A,0.983337674,0.970066941
New London,NORTH AMERICA,B,0.868270289,0.843258764
New Orleans,NORTH AMERICA,B,0.76663205,0.716002008
New Plymouth,POLYNESIA,B,0.764647868,0.678539932
New York,NORTH AMERICA,B,0.868270289,0.844465016
Newark,NORTH AMERICA,B,0.868270289,0.844029709
Newcastle,AUSTRALIA,B,0.868270289,0.842602357
Newman,AUSTRALIA,C,0.845722395,0.785447146
Newport,NORTH AMERICA,B,0.868270289,0.843818192
Neyshabur,ASIA,C,0.848272162,0.775424386
Nezahualcoyotl,NORTH AMERICA,C,0.848272162,0.818812959
Ngaoundere,AFRICA,D,0.555454658,0.684502077
Ngara,AFRICA,D,0.555454658,0.65889064
Nguigmi,AFRICA,D,0.555454658,0.632274883
Nguru,AFRICA,D,0.555454658,0.657629849
Nha Trang,ASIA,D,0.656673658,0.70559759
Niagara Falls,NORTH AMERICA,B,0.866816369,0.823904833
Niamey,AFRICA,D,0.555454658,0.658839481
Nice,EUROPE,B,0.802774415,0.789233838
Nicosia,ASIA,C,0.848272162,0.807846689
Nicuadala,AFRICA,D,0.656673658,0.725984682
Nieuw Nickerie,SOUTH AMERICA,E,0.973267257,0.973774952
Niigata,ASIA,B,0.766040578,0.711965923
Nikel,EUROPE,A,0.983337674,0.970013254
Nikolayevsk,EUROPE,A,0.983337674,0.97023596
Nikolayevsk na Amure,ASIA,A,0.983337674,0.969998669
Nikopol,EUROPE,B,0.866816369,0.667417187
Nimes,EUROPE,B,0.802774415,0.76295923
Nimule,AFRICA,D,0.555454658,0.65901205
Ninde,ASIA,B,0.76663205,0.656602796
Ningan,ASIA,A,0.983337674,0.970026277
Ningbo,ASIA,B,0.856390646,0.829955211
Ninh Binh,ASIA,D,0.653811845,0.660818201
Nioro du Sahel,AFRICA,D,0.555454658,0.655493543
Nipigon,NORTH AMERICA,A,0.983337674,0.970019669
Niquelandia,SOUTH AMERICA,D,0.656673658,0.725998298
Nis,EUROPE,B,0.868270289,0.843476504
Niteroi,SOUTH AMERICA,D,0.656673658,0.724128357
Niyala,AFRICA,D,0.555454658,0.638933173
Nizamabad,ASIA,D,0.555454658,0.662850376
Nizhenvartovsk,ASIA,A,0.983337674,0.970144409
Nizhnekamsk,EUROPE,A,0.983337674,0.970071137
Nizhneudinsk,ASIA,A,0.983337674,0.970102018
Nizhny Novgorod,EUROPE,A,0.983337674,0.969968692
Nizhny Tagil,ASIA,A,0.983337674,0.970057759
Nizhnyaya Tura,ASIA,A,0.983337674,0.970150489
Nizhyn,EUROPE,A,0.983337674,0.970035506
Nizwa,ASIA,C,0.845722395,0.790200429
