City,Region,Area,Brightness,Elevation,Human Modification,2000 Population,2021 Population,Population Change,Crop Land,Grazing Land,Road Density,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter
Keflavik,NORTH AMERICA,-0.124969219,0.445401931,-0.736109989,-0.934193649,-0.165563555,-0.163604461,-0.127706657,-1.052491633,-0.678364555,0.497024533,-1.374128099,-2.276032805,-0.795291841,-0.45318247,-3.098170906,-0.423019634,-1.024082897,-2.648398618,-0.361287038,-2.539156533,-0.661024461,-0.050091464,-0.510438956,0.765394367,-1.094298169,-0.447389844,0.643944881,-0.443657943,0.410368635
Kelang,ASIA,-0.0317737,2.569885751,-0.545586247,1.162315149,0.049488171,0.233264017,0.773207656,-0.161822055,-0.763190573,-0.374086658,1.271934162,-0.647640229,2.251408813,-1.342685234,0.446023063,1.467536128,-1.496312687,1.026637264,1.06185526,0.818595737,1.359724925,1.89805103,0.920867771,2.759812312,-0.978026068,1.061487422,2.927130154,1.187328849,2.056688614
Kelo,AFRICA,-0.129452322,-0.784397812,-0.176995535,0.639105676,-0.130638883,-0.154465826,-0.201927041,1.459898195,1.19362881,-0.55853977,1.309245874,0.964627196,0.596736932,-0.884826852,1.680397481,1.00745051,-0.353709251,0.880786741,0.968476651,1.426700332,1.28931782,0.019502132,0.85649524,-0.86580493,1.636480553,0.76782777,-0.92772702,-0.707612011,-0.785989163
Keluang,ASIA,-0.122425401,0.049568884,-0.675921362,0.023579774,-0.147186807,-0.132763662,-0.062971653,2.203309017,-0.763390903,-0.626772352,1.167721851,-1.148521993,2.121064178,-1.328908761,0.212388934,1.461956556,-1.604296262,0.868994518,0.993413159,0.657029148,1.286698171,2.235647752,0.966957703,3.695648307,-1.150926864,1.098963197,3.540421015,1.58694089,2.486351963
Kemerovo,ASIA,-0.062371328,1.686650467,-0.406477357,0.83539953,-0.059519309,-0.091709788,-0.177058889,-0.845873186,-0.734043188,-0.603310225,-1.775413396,-0.135889065,-1.253973359,1.772545267,-0.851517928,-1.804590019,1.691448869,-0.328499935,-1.734047896,-1.173478189,-1.852171547,-0.712143728,-0.776390491,-0.312530296,-0.569842916,-0.727291032,-0.326818831,-0.366204239,-0.458240825
Kemi,EUROPE,-0.101434896,0.637391617,-0.779036359,-0.466072836,-0.162974252,-0.162934581,-0.133239855,-1.038017407,-0.816469618,0.849896527,-1.769526951,-0.97089663,-1.223292912,0.928937591,-1.798981694,-1.402598598,0.757346671,-1.651263362,-1.44563945,-1.827567567,-1.484194612,-0.627610475,-0.794722349,0.086808544,-0.98408725,-0.760828793,0.000754024,-0.506834678,-0.314643995
Kempsey,AUSTRALIA,-0.126930673,-0.642637986,-0.360410619,-0.38517031,-0.164887997,-0.164038404,-0.131577198,-0.9547133,0.323622652,-0.59211999,0.248310792,-0.069443586,0.203376528,-0.491504923,-0.378361506,0.292635935,-0.527397678,0.454364622,0.071064625,-0.077536229,0.337557139,0.531074716,0.147325044,0.325229477,-0.58044949,0.220296362,0.443282837,0.821305979,0.01505965
Kenai,NORTH AMERICA,-0.124949113,-0.059000924,-0.729459802,-1.440243575,-0.165453315,-0.164923029,-0.133312977,-1.061232663,-0.816627279,0.290399538,-1.693382441,-0.727962385,-0.97670678,0.708665619,-2.219448689,-1.300113633,0.431516387,-1.574857511,-0.502430547,-2.062583037,-1.369990141,-0.386635786,-0.427130986,0.058185957,-0.539396902,-0.457876736,0.015356043,-0.548552603,-0.027697639
Kendari,MALAY ARCHIPELAGO,-0.118634779,-0.486424341,-0.656942504,0.00640746,-0.161639493,-0.124672048,0.015080935,0.652130762,-0.679777884,-0.453849175,1.26147686,-1.044268052,1.46687501,-1.258051331,0.50521221,1.442056136,-1.437529232,1.07824013,1.037822481,0.856215837,1.310194014,1.5898207,0.727523074,1.561163749,-0.691068477,0.899957393,1.640016424,0.343258097,1.291206653
Kendu Bay,AFRICA,-0.113424248,-0.78427888,1.406267434,0.315891831,-0.154025516,-0.155116118,-0.130421431,2.390334548,0.603040165,-0.3889277,0.672079376,0.506002586,1.952410641,-1.2711342,-0.050685891,0.931423099,-1.113267214,0.40284472,0.706865665,-0.082756426,0.936775638,0.327770978,0.199560832,0.576776673,-0.556088542,0.164883713,1.019000784,-0.193127151,0.266170437
Kenema,AFRICA,-0.126482453,-0.766998928,-0.651836863,1.430941801,-0.165336577,-0.13240593,-0.00403962,0.718761238,0.207267032,-0.535295854,1.102657411,0.374391898,1.39713582,-1.221688822,0.780205435,1.156059384,-0.968550469,0.731700778,0.932981161,0.662823153,1.210755722,2.595393111,2.663611492,-0.418024731,0.349256587,2.804286549,-0.035794225,0.9902547,4.773725846
Kenge,AFRICA,-0.130781372,-0.785986263,0.154412279,-3.623113706,-0.165759165,-0.165457223,-0.134473714,-0.983468387,-0.153030161,-0.67940813,1.056574037,-0.315109069,1.636913182,-1.259814555,0.251973625,1.183494931,-1.25949605,0.830789749,0.834518756,0.525818943,1.178979042,0.815281708,0.428918627,-0.67389913,-0.027311423,0.498388609,-0.524918661,1.213783371,-0.617894983
Kenitra,AFRICA,-0.106176709,0.661144455,-0.740720279,0.075302081,-0.04983855,-0.087395281,-0.190529819,0.442318116,-0.486906154,-0.557492721,0.156700495,-0.28017839,-0.033684458,-0.391237867,-0.136316821,0.327430797,-0.449431978,-0.828106822,0.707898292,-0.025497835,0.28078121,-0.594043921,-0.38234749,-0.86580493,0.557556599,-0.437981404,-0.860592293,-1.257054996,0.346763898
Kennewick,NORTH AMERICA,-0.097090176,0.422622155,-0.285209763,0.510402845,-0.147312917,-0.14546513,-0.113211883,-0.902036143,-0.710509306,2.344171212,-0.516314535,0.805063344,-0.499704047,0.580708544,0.388888306,-0.435155984,0.699100401,-2.367149892,0.618935921,-0.203449665,-0.545362329,-1.14264612,-1.087147959,-0.673452019,-0.519043797,-1.082314472,-0.696344195,-1.18287251,-0.471486063
Kenora,NORTH AMERICA,-0.125367517,-0.081119923,-0.235783869,-0.708948478,-0.154137997,-0.163875831,-0.164989362,-0.843354117,-0.790706366,-0.508833551,-1.638873225,-0.262433114,-1.304903518,1.783124413,-0.995285214,-1.904904099,1.738212162,-0.248975928,-2.127240025,-1.065323999,-1.830289113,-0.49864539,-0.523044399,-0.290087531,-0.205514601,-0.475978592,-0.256379755,0.015289222,-0.500229057
Kentau,ASIA,-0.125074399,-0.735965803,0.08510041,-0.916702817,-0.151139326,-0.153996982,-0.135104132,-1.00578117,1.59344426,-0.063733203,-0.502699509,0.698111269,-0.960128567,1.44032683,1.05555183,-0.900090604,1.569136194,-0.943180553,0.854128452,0.613657642,-0.884203149,-1.1476717,-1.057360021,-0.80183633,-0.089476273,-1.085952221,-0.822229593,-1.227105812,-0.504431411
Kerch,EUROPE,-0.119758437,-0.406358594,-0.771431116,0.271020392,-0.128608399,-0.156039384,-0.214634086,-0.202033203,-0.621762286,-0.429141191,-0.612737115,-1.20534428,-1.112050874,0.64515221,-0.423078421,-0.417679009,0.280734102,0.330342167,-0.64647764,-0.277440158,-0.601966879,-0.828302523,-0.966587906,0.061073429,-1.307898323,-0.970994726,-0.074356731,-0.736147586,-0.357349003
Kericho,AFRICA,-0.128489437,-0.768166767,2.678282052,0.51709449,-0.156592637,-0.148821889,-0.097193138,2.756035148,0.278781205,-0.402698257,0.134720668,0.536952779,1.88198758,-1.253825779,-0.809116923,0.587921015,-1.083569183,-0.309758552,0.373379448,-0.918845141,0.58327012,1.207034888,0.724188514,1.460519819,-0.685049512,0.704123162,1.50255008,0.186819734,1.240106022
Kerkira,EUROPE,-0.121379179,-0.225603003,-0.776178661,0.074412304,-0.152265256,-0.157842822,-0.146869809,-0.999983671,-0.133004928,0.415622653,0.0236725,-0.247710437,-0.477636484,0.085284265,0.284765613,0.109826992,0.011223392,-0.804389911,0.845585664,0.217932031,0.040249254,0.104226924,0.1307803,-0.511134582,0.173910104,0.170536151,-0.469292745,-1.079525672,0.911948828
Kerman,ASIA,-0.111983393,0.471844922,1.421731757,0.459836828,-0.066278475,-0.075521752,-0.091102645,-0.335504274,-0.815979762,-0.568169903,-0.048711488,0.882745427,-0.448992853,0.564276491,0.613364367,-0.314151862,0.667714914,-1.696756142,0.95198783,0.48374301,-0.249447978,-1.266780534,-1.087768227,-0.83382063,0.8633198,-1.118246361,-0.898954994,-1.292591299,-0.546454956
Kermanshah,ASIA,-0.10655162,0.421745088,2.116339071,1.030744185,0.026352975,-0.006451897,-0.109220069,0.048694413,-0.464945994,-0.590738189,-0.269008915,1.75873834,-0.446849369,0.806167049,1.227170911,-0.511736446,1.199430298,-2.168922802,0.900176022,0.397054714,-0.46773669,-0.728961342,-0.554396082,-0.858263916,0.646733475,-0.613372696,-0.906284453,-1.293248622,0.096095297
Kerouane,AFRICA,-0.129618387,-0.781394078,0.109606194,-0.662495206,-0.165604559,-0.15971535,-0.11207115,-0.354951842,1.256686543,-0.486304833,0.96803065,1.97999758,0.9420456,-1.110435158,1.188326239,0.666259558,-0.196169569,0.601090849,0.786273153,0.58210434,1.102509686,1.265134715,1.655176083,-0.76985203,0.727660245,1.801722227,-0.649597439,0.291133113,-0.51283612
Keshan,ASIA,-0.117968891,-0.708189947,-0.321573766,0.67549984,-0.134226399,-0.147331488,-0.162116274,-0.152415761,-0.617412953,-0.533507861,-1.688759998,0.242210018,-1.331039992,2.48323442,-0.561594142,-2.277154118,2.385760659,0.117086656,-2.452198384,-0.567471787,-2.160460107,-0.710812192,-0.096228869,-0.775283326,1.588770647,-0.283386931,-0.835077478,0.307644263,-0.753797542
Ketchikan,NORTH AMERICA,-0.126049549,-0.4868107,-0.458156993,-1.362356312,-0.164613069,-0.164128861,-0.132808927,-1.061753604,-0.816627279,-0.385083366,-1.177109513,-1.715292746,-0.75381999,-0.214188686,-2.320679042,-0.413958384,-0.653624229,-2.232459809,-0.181213761,-2.00168498,-0.622717118,3.572476286,2.693508636,4.082354415,-0.777361267,2.511626228,4.092709378,1.268336676,3.20501163
Key West,NORTH AMERICA,-0.125364378,0.248079242,-0.793922592,0.229563706,-0.159484205,-0.159672081,-0.131290386,-1.061753604,-0.816627279,1.353575072,1.032530933,-1.935523339,-0.258431785,-0.692874211,0.323847946,1.139210527,-1.172521483,1.155988593,0.717826158,0.993270181,0.944769758,0.068735486,-0.167814893,0.467218151,-0.459243474,-0.109213882,0.408779978,0.475847265,-0.137470971
Khabarovsk,ASIA,-0.041307149,0.964790963,-0.696860268,0.715066603,-0.027399267,-0.063376852,-0.165866836,-0.945850405,-0.547439789,-0.64057961,-1.739661135,-0.24709489,-1.425747478,2.363209319,-0.675307941,-2.203099935,2.243492928,-0.238812448,-2.408947192,-0.757918226,-2.142479471,-0.407099328,-0.123203926,-0.531335501,0.577678671,-0.167648635,-0.558367131,0.456083935,-0.6323659
Khammam,ASIA,-0.098541992,-0.584160629,-0.513521003,0.517544981,-0.104137064,-0.112705747,-0.119401181,2.538597839,-0.641914965,-0.571623341,1.40257378,0.084723023,-0.037673722,-0.585219029,1.959986043,1.045065041,-0.260638349,1.247448206,0.848515066,1.817697831,1.149694987,0.057600638,0.792937131,-0.76985203,1.388038927,0.690165504,-0.794218732,-0.298400794,-0.659451599
Khammouan,ASIA,-0.120649644,-0.412276543,-0.440051142,-0.164912675,-0.145146913,-0.153769059,-0.1531818,1.2020587,-0.554691493,-0.230705204,1.134725074,-0.540279084,0.340138515,-0.839030829,0.701827779,1.000505253,-0.825188483,1.136495345,0.70618814,0.958834338,1.048233359,1.827970605,3.13018094,-0.76985203,1.348998604,3.072368073,-0.763087095,2.3062203,-0.665521667
Khanty Mansiysk,ASIA,-0.113046645,3.691347068,-0.720637196,-0.923500672,-0.157573597,-0.151707961,-0.105591615,-1.061753604,-0.812689333,-0.647649317,-2.068267546,-0.769072604,-1.461495901,1.890119421,-1.335182482,-2.071952973,1.766836132,-0.551018068,-1.907210902,-1.476107164,-2.09834413,-0.627895142,-0.71285858,-0.209221565,-0.587345344,-0.67519096,-0.237741273,-0.287116086,-0.426568918
Kharkiv,EUROPE,0.009350275,0.205159998,-0.548517702,1.063855124,0.103176813,0.090315025,0.033173512,-0.724463504,-0.755549507,1.029349663,-1.016355152,-1.021526691,-1.21867268,1.058419519,-0.70178681,-0.889082422,0.695004022,-0.123510586,-0.902865525,-0.635390716,-1.063246603,-0.607276405,-0.738274896,0.179228376,-1.117196051,-0.765444021,0.087892414,-0.434521553,-0.286282689
Khartoum,AFRICA,-0.001055345,0.35622654,-0.115645917,1.229398628,0.855653072,0.880401608,0.799041464,-0.11958614,-0.369975503,2.637083418,1.56443523,1.509218531,0.401230713,-0.42875797,2.213720598,0.910736167,0.020688178,1.724323414,0.891280998,1.954069911,1.135362723,-1.277283322,-0.91356761,-0.86580493,2.784592488,-1.020212564,-0.92772702,-1.146197076,-0.794393872
Khaskovo,EUROPE,-0.125002406,-0.238003272,-0.125897601,0.969065457,-0.14521234,-0.155259282,-0.158915908,0.441675087,-0.515484375,0.424962603,-0.476012953,0.258045183,-0.629420693,0.556688899,0.033907902,-0.458567732,0.552483338,-1.646170161,0.622412824,-0.206276686,-0.518943631,-0.609995144,-0.829608763,0.157692668,-1.217498541,-0.826411954,0.078583457,-0.703560664,-0.167931765
Kherson,EUROPE,-0.100881893,-0.291780867,-0.760796222,0.857228656,-0.131220781,-0.11988478,-0.062211317,-0.360661405,-0.543691841,-0.513556124,-0.758981337,-0.456596461,-0.932864095,0.804099246,-0.306581778,-0.612782146,0.565819096,-0.022699457,-1.022420997,-0.416069714,-0.785424932,-0.81371217,-0.949340459,-0.034720819,-1.263951904,-0.93419425,-0.121349137,-0.699345754,-0.403174679
Khilok,ASIA,-0.127012206,-0.722612192,0.816430372,-1.180417667,-0.165460485,-0.164488552,-0.13155803,-1.007360163,-0.785975896,-0.635065891,-2.285986207,2.021073605,-0.954896878,2.20441824,-1.129750717,-2.730560365,2.637141862,-0.704288312,-2.431535966,-1.684557666,-2.405375862,-0.903958495,-0.547246848,-0.73786773,1.277416299,-0.591900092,-0.803048242,-0.160680158,-0.7271562
Khiwa,ASIA,-0.094491291,-0.716630379,-0.633731012,0.682230044,-0.138405896,-0.135134059,-0.100243709,0.56136738,-0.409986655,-0.501165521,-0.392287541,0.479745148,-0.958596876,1.407348245,1.071263714,-0.736782438,1.38600072,-0.968857658,0.871259195,0.726230732,-0.788880628,-1.297109806,-1.171389865,-0.83382063,-0.015788048,-1.207265217,-0.879773644,-1.27237148,-0.65065825
Khmelnytskyy,EUROPE,-0.106025618,-0.38821043,-0.297370302,0.84171931,-0.099098947,-0.126151053,-0.188969391,0.318539342,-0.590740969,-0.47978859,-1.07752412,-0.937939595,-0.990457739,0.661989461,-1.261101456,-0.769572435,0.281230038,-0.302122649,-1.185717428,-1.137604569,-0.960204009,-0.476825337,-0.50446474,0.14315435,-0.508806108,-0.505125111,0.103706505,-0.028955332,-0.296223847
Kholmsk,ASIA,-0.125418843,-0.330592126,-0.513486612,-1.107243516,-0.157428626,-0.161480861,-0.14501476,-1.048454451,-0.579093868,-0.519561512,-1.472118379,-1.702206477,-1.422797551,0.936081537,-1.715447308,-1.147884161,0.500636989,-0.529239742,-1.284364342,-1.446488218,-1.315435888,-0.271491892,-0.523044399,0.189676968,-0.806926309,-0.460313524,0.184791305,0.039068867,-0.134624215
Khomeini Shahr,ASIA,-0.075948803,0.11796065,2.224767831,0.412309919,-0.08778114,-0.073538183,-0.015065198,0.382734802,-0.813372946,-0.076563779,-0.188510628,1.128238452,-0.519364486,0.703921465,0.816656338,-0.457959662,0.935396226,-2.002057916,0.87165813,0.389538125,-0.398895567,-1.205866876,-1.062219529,-0.86580493,0.599851477,-1.088374527,-0.908545669,-1.292591299,-0.466605954
Khon Kaen,ASIA,-0.096459977,-0.075754437,-0.421956755,1.158912051,-0.07885237,-0.121094551,-0.232958809,2.231458165,-0.669143818,0.663236896,1.244230407,-0.085879349,0.4033301,-0.857126848,1.061856081,1.014740205,-0.665373703,1.172846617,0.781237812,1.142101385,1.124843422,0.23293352,0.444254833,-0.801202978,0.673173149,0.404072494,-0.739854239,0.581715676,-0.712073492
Khoramabad,ASIA,-0.114849126,-0.090002127,2.116183494,0.355892174,-0.093023853,-0.093541717,-0.07820676,0.186266225,0.59583643,-0.6226546,0.195897304,1.984295203,-0.33015384,0.73557027,1.854096786,-0.190620269,1.131441076,-1.550437647,1.148842035,1.080092317,-0.131982331,-0.788661709,-0.661372221,-0.86580493,0.75767094,-0.652879232,-0.927025263,-1.295317258,0.113109708
Khorugh,ASIA,-0.128056453,-0.76448499,5.165008302,-1.134792486,-0.164692612,-0.161962348,-0.123919178,-1.048157031,1.09594144,-0.535219226,-1.296851568,0.300397165,-0.81477638,0.932929064,-0.90688307,-1.166791176,0.919006834,-2.134306986,0.239157025,-1.259082374,-1.21736749,-1.01202078,-0.894724878,-0.76985203,0.201906064,-0.895802402,-0.803048242,-1.197472715,-0.421885162
Khromtau,ASIA,-0.126335894,-0.290787543,-0.231011759,-0.957937425,-0.162054238,-0.161999208,-0.132425564,-0.887304322,1.195947126,-0.039286596,-1.468549272,0.053699111,-1.209890994,1.924744111,-0.301354015,-1.609345884,1.732928292,-0.147523156,-1.90923136,-0.583801255,-1.68673283,-0.987841976,-1.042500682,-0.23855727,-1.246215144,-1.040443192,-0.340564571,-0.851082541,-0.510268015
Khujand,ASIA,-0.081384156,-0.58152327,0.311184447,0.94720977,-0.074279861,-0.087001758,-0.111520954,-0.400058407,-0.753538974,-0.570332787,-0.200746834,0.27397474,-0.899479863,1.079257674,1.058724468,-0.479508109,1.079214114,-1.464024492,0.896914166,0.706407387,-0.572041275,-1.137031366,-1.046767252,-0.80183633,0.007295604,-1.059044612,-0.841660051,-1.252937967,-0.504049379
Khujayli,ASIA,-0.117858968,-0.68742955,-0.676509687,-0.399191688,-0.148763781,-0.153423614,-0.140344838,0.233489595,0.226165071,-0.640090456,-0.511645164,0.415164354,-0.972501292,1.459873814,0.828466284,-0.823486838,1.368325748,-0.911530338,0.811776107,0.574340714,-0.890272124,-1.29517988,-1.193192458,-0.80183633,-0.301688433,-1.20905065,-0.851001618,-1.259299794,-0.664263335
Khulna,ASIA,1.692503544,-0.761497668,-0.779918295,0.428998667,3.187230454,1.956291936,-2.298841015,1.928938458,-0.781657174,-0.114137559,1.137848288,-0.3603422,-0.21600286,-0.43810412,0.916776641,0.669877644,-0.3334834,1.324175322,0.512918783,1.158120391,0.84219662,1.167149145,1.421438934,-0.599696827,0.809336455,1.676438104,-0.482240641,1.581242498,-0.598753417
Khvoy,ASIA,-0.119010331,-0.363101717,2.519180803,0.492736331,-0.123382963,-0.125142851,-0.108008218,0.506792465,-0.520767812,-0.587768758,-0.541166369,0.499408393,-0.761032161,0.88263916,0.272146696,-0.705190564,0.957437996,-1.14269235,0.703574258,-0.060250874,-0.724205095,-1.024007855,-0.914388104,-0.709811327,-0.088790396,-0.934332971,-0.729856247,-1.141903438,-0.532594559
Kibiti,AFRICA,-0.130780456,-0.779325166,-0.60239623,-2.500787992,-0.165685447,-0.165121215,-0.133367642,2.113389564,1.678686373,-0.622549937,1.064231105,-1.084945221,1.119099423,-1.101948032,0.143492616,1.221523625,-1.357101299,0.991249278,0.787991716,0.687919487,1.131705665,0.167968471,0.848427757,-0.418024731,0.655670156,0.385600122,-0.457783934,0.552709217,-0.588478501
Kiel,EUROPE,-0.059911572,-0.253962307,-0.772123842,0.439455897,-0.087728733,-0.117453663,-0.190318969,-0.360151079,-0.647052905,0.688006886,-0.932432319,-1.503526917,-0.83626395,0.022113353,-1.594118079,-0.323000994,-0.403827434,-1.871661259,-0.721331626,-1.406641738,-0.581929334,-0.304365743,-0.695490839,0.508761447,-1.262334859,-0.655662489,0.489873338,-0.294165743,-0.013187797
Kielce,EUROPE,-0.068696417,0.151077058,-0.395916493,0.3934074,-0.105675723,-0.128982994,-0.179422247,-0.62079137,-0.72665292,0.281905079,-1.021550716,-0.671567134,-0.854280172,0.47335724,-1.167422953,-0.708882669,0.256221951,-0.344813299,-1.071520139,-1.195664681,-0.8585626,-0.52403932,-0.622711432,0.079730937,-0.769319356,-0.599236565,0.047444844,-0.171816958,-0.334008426
Kieta,MELANESIA,-0.130451551,-0.785640221,-0.539967401,-3.998681588,-0.164976727,-0.165280761,-0.13624925,-1.050482066,-0.806395421,-0.571413323,1.167088439,-1.657383304,2.028071469,-1.341008097,0.06118499,1.503348634,-1.726770266,0.977422071,1.01210307,0.633921256,1.290232173,3.330301488,1.235666953,6.458599756,-1.496820229,1.394430472,5.94878711,2.103142125,2.773405102
Kiev,EUROPE,-0.029107269,1.174231484,-0.57425159,1.223123053,0.249549973,0.120543102,-0.310078549,-0.855301858,-0.780594146,1.204909443,-0.98439347,-1.178735884,-1.144865028,0.787954438,-1.04461894,-0.757303243,0.372990408,-0.087340033,-1.166950307,-0.845496048,-0.938981632,-0.538108943,-0.620893192,0.189353894,-0.823459703,-0.637858868,0.11288546,-0.230445795,-0.286375905
Kiffa,AFRICA,-0.128895087,-0.774084518,-0.4914111,-2.230016834,-0.165395506,-0.156027631,-0.098030856,-1.060194058,3.579115697,-0.510979143,1.58935806,1.297826437,0.250235129,-0.362439538,2.43485829,0.969345648,0.060578505,1.711982755,0.930314957,2.137417413,1.137239245,-1.12517334,-0.676326581,-0.86580493,2.404245086,-0.770481861,-0.908545669,-0.99772369,-0.785989163
Kigali,AFRICA,1.550853227,-0.774095138,1.999207805,-1.077378539,0.913592011,1.196356231,1.875154918,2.950303033,-0.03037351,-0.259730294,0.245121973,-0.019618203,1.999517909,-1.357730116,-0.893029886,0.711833649,-1.269494435,-0.161767262,0.390563316,-0.852506434,0.704398706,0.315565697,0.203606331,-0.454236066,-0.244149614,0.08372334,-0.174739266,-0.23452157,0.611727598
Kikwit,AFRICA,-0.125356692,-0.785731306,0.295887165,-0.178596825,-0.065822725,0.00486055,0.22793156,-0.854809994,-0.644058078,-0.518099564,1.004279611,-0.142866396,1.914558535,-1.337549221,0.173779439,1.171796777,-1.284148851,0.736751216,0.842896299,0.38817878,1.187490969,0.770523474,0.201842701,-0.481993331,-0.228739341,0.372054446,-0.183885533,0.691750205,-0.4684642
Kilchu,ASIA,-0.120538326,-0.784375607,-0.681375143,-0.564525718,-0.150367644,-0.154673984,-0.140248288,0.45492165,-0.816627279,-0.259557459,-1.008066793,-0.378477011,-1.036274866,0.95118855,-0.972128374,-1.136738666,0.851911832,-0.041587432,-1.250480948,-0.783271623,-1.057696542,-0.370160146,-0.134796766,-0.246775458,0.313222006,-0.179386646,-0.358480485,0.465517183,-0.494450819
Kilifi,AFRICA,-0.113062433,-0.766399141,-0.501548149,-0.967467355,-0.160917777,-0.140409046,-0.04994798,1.524866757,1.187761388,-0.529308537,1.10158333,-1.11001604,1.106970413,-1.125583956,0.380599549,1.325340806,-1.362212502,0.87727908,1.035404355,0.736454105,1.163161238,0.037372576,0.676272105,-0.410102014,0.35498039,0.176263083,-0.130381159,-0.378667516,0.048313144
Kilindoni,AFRICA,-0.129292489,-0.777533898,-0.75305014,-1.030119023,-0.16523754,-0.16273871,-0.125287924,0.130504742,-0.24523289,-0.693354479,1.184944152,-1.481962517,1.062658393,-1.132403857,0.237747328,1.365063543,-1.478642612,1.033207634,0.921534143,0.856977773,1.218406463,0.989432724,2.094047173,-0.290087531,0.782990729,1.575518652,-0.121151234,0.892758152,-0.131682567
Kilinochchi,ASIA,-0.056535429,-0.778047081,-0.773312775,-0.940331576,-0.14747728,-0.151674276,-0.137446516,1.806873427,-0.134947368,0.66549368,1.372738769,-1.384739293,0.882650897,-1.013094469,0.699966975,1.485565027,-1.392923143,1.003667821,1.225640365,1.231689463,1.288070628,0.551227748,1.785583937,-0.55021084,1.370078034,1.479553128,-0.18493196,-0.742114541,1.085355706
Kilis,ASIA,-0.12604317,0.044296483,0.02024786,0.378130013,-0.148591027,-0.151524198,-0.133319367,0.326035682,-0.708805531,0.919773245,0.01575907,0.868103238,-0.508779366,0.722359782,1.035689648,-0.210228473,0.753254566,-1.914547572,1.04098417,0.70607123,-0.252986021,-0.705013601,-0.579516781,-0.83382063,0.605089935,-0.529239821,-0.851001618,-1.268811653,0.302420654
Kilkenny,EUROPE,-0.123927446,-0.162643015,-0.605152394,0.55568399,-0.162533067,-0.161969471,-0.130789885,-0.437209437,0.305622857,-0.095270657,-0.771891171,-1.270802,-0.225459283,-0.47767871,-1.816664021,-0.055681009,-0.825276887,-1.733539778,-0.179691898,-1.601757739,-0.274405006,-0.094588539,-0.538248502,0.947458843,-1.194684094,-0.464410542,0.758756329,-0.387318474,0.339756957
Killarney,EUROPE,-0.12615213,-0.405421922,-0.662307993,-0.083349725,-0.164246273,-0.163043023,-0.129641927,-0.924224144,-0.249042797,-0.514912729,-0.731326399,-1.919774228,-0.374350244,-0.588589879,-2.119616873,0.047589027,-1.094431038,-1.737956179,-0.013866991,-1.66597999,-0.20817132,0.67126936,0.122354263,1.357103916,-0.821034461,0.266545609,1.321286318,-0.025136176,1.224837467
Killeen,NORTH AMERICA,-0.104360931,0.753904676,-0.415569923,0.742457646,-0.141525787,-0.141461765,-0.115586725,-0.673172735,0.572448473,1.326787451,0.318939547,0.781116272,-0.428893883,0.40839618,0.943985102,-0.09686349,0.575836436,0.471408226,-0.208614326,0.882667351,0.038518529,-0.305286675,-0.429426769,0.245591967,-0.794415846,-0.488150011,0.423109235,-0.52055687,-0.16222673
Kilosa,AFRICA,-0.123524784,-0.782937556,0.42140052,-2.113991887,-0.164653849,-0.157304177,-0.105470217,1.415999423,1.451456178,-0.634048721,0.932485285,-0.293025808,1.006974649,-0.998443019,0.25320524,0.998369707,-1.042562034,0.824130674,0.659200266,0.51290638,0.983506987,-0.015107021,0.264879801,-0.593582999,0.625943817,0.138022433,-0.615071008,0.301701844,-0.650953505
Kilowna,NORTH AMERICA,-0.082669081,0.148760534,1.138318531,-0.297412995,-0.141953977,-0.145962883,-0.132175669,-0.423490818,-0.815821725,-0.591470846,-0.97057227,0.171661439,-0.733906059,0.662101828,-0.460827542,-0.766816559,0.670222493,-0.425768017,-0.740415413,-0.891797162,-0.893370387,-0.873311917,-0.960514294,-0.149356611,-1.197527943,-0.976337338,-0.228364888,-0.778024794,-0.399682196
Kimberley,AFRICA,-0.115446527,-0.126736908,1.100673886,0.821059403,-0.123217379,-0.128018417,-0.119997523,-1.041260744,1.571514579,-0.551379179,0.206197977,2.103097712,0.295216059,-0.104191426,0.507090525,-0.111810501,0.379181722,0.558641084,-0.174448167,0.173872728,0.153827348,-0.788655601,-0.678367751,-0.687001133,0.327003452,-0.652974981,-0.739842226,-0.331779007,-0.712068228
Kimchaek,ASIA,-0.116258485,-0.769120195,-0.681375143,-0.189941279,-0.130587572,-0.148687094,-0.179050244,0.10028973,-0.816627279,-0.156604093,-0.921631041,-0.745394301,-1.117721345,0.867271615,-0.894320704,-0.986144917,0.714067101,0.043246051,-1.173792787,-0.667896442,-0.955507436,-0.351358048,-0.174956224,-0.217182141,0.177506937,-0.185437663,-0.284305544,0.456331711,-0.444795057
