City,Region,tif_count,Longitude,Latitude,tif_count,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter,Cluster,PC1,PC2,Baseline_Stability,Stability
Lankaran,ASIA,40.00000001,48.826875,38.774375,40.00000001,14.44156251,8.135625124,27.29964352,791.7600998,30.45999985,0.660000007,29.79999986,15.86708317,21.84416704,24.21541686,4.946666753,952.675,187.475,14.225,62.2598238,450.55,84.4,87.17500001,244.575,C,-0.6716080831437126,-0.010074647487167783,0.13298949379178604,0.19080165923115613
Lansdowne House,NORTH AMERICA,1.0,-87.89166667,52.225,1.0,-1.545833349,10.60833359,21.56165314,1390.007324,21.60000038,-27.60000038,49.20000076,13.60000038,-17.63333321,14.76666641,-19.68333244,703.0,98.0,24.0,44.71143723,281.0,88.99999999,275.0,90.99999999,A,-5.572046740482063,1.6476406693161538,0.9989528795811529,0.9906561629160139
Lansing,NORTH AMERICA,385.0,-84.53415584,42.72251082,385.0,8.692608214,11.09270564,29.08693895,1005.627274,28.34779221,-9.788831178,38.13662349,20.18822505,-4.110476187,20.75909087,-4.110476187,798.174026,89.95584416,34.97662338,26.71229094,245.625974,130.0805195,244.8493506,130.0805195,A,-2.7635918987639796,0.8425710851014109,0.9989528795811529,0.9899644419305385
Lanxi,ASIA,68.0,126.276348,46.24595588,68.0,3.812438775,11.56482849,22.14610072,1526.980106,27.43823506,-24.78235276,52.22058728,21.56176472,-16.19436284,21.56176472,-16.19436284,502.3970588,152.1323529,2.044117647,114.2096615,342.1470588,9.470588235,342.1470588,9.470588235,A,-4.4899179557759075,-0.6734526366982043,0.9989528795811529,0.9899700093452547
Lanzhou,ASIA,352.0,103.7611032,36.08255208,352.0,9.31666667,12.23664775,30.51762551,998.9968716,28.27897728,-11.81420455,40.09318185,19.51785041,-3.769696966,20.90132576,-3.769696966,339.3039773,76.59943182,1.670454545,89.11428924,191.5227273,7.434659091,185.1761364,7.434659091,A,-3.1716270306264316,-1.239944611510917,0.9989528795811529,0.990038887293095
Lao Chi,ASIA,20.0,103.9666667,22.49541667,20.0,23.28374996,7.857499862,40.0578743,459.8648941,32.13499985,12.52000012,19.61499977,28.15749979,17.00999985,28.15749979,17.00999985,1690.95,326.55,18.25,76.73644676,850.0,87.05,850.0,87.05,F,2.7396821180959328,0.6052512267874347,0.9490130505709612,0.9377610254914256
Laoag,MALAY ARCHIPELAGO,204.9999999,120.5539837,18.12410569,204.9999999,27.27300811,8.217154393,63.70933538,134.8728453,33.54390231,20.64536573,12.89853658,27.79967477,25.85699174,28.87138206,25.38373986,2146.517073,551.4487805,7.058536584,106.0354125,1334.4,25.40487804,525.2390244,38.44390243,F,5.024634081601342,-0.18249630325689473,0.9490130505709612,0.9313928053082073
Lappeenranta,EUROPE,116.0,28.2,61.06206897,116.0,3.982183911,7.270833307,21.92068107,927.3517677,21.80862065,-11.35862068,33.1672411,9.763649365,3.231178199,15.79123559,-7.188649441,644.5862069,77.81034483,31.78448276,29.11166183,212.5689655,106.9051724,197.3706897,139.3448276,B,-3.6485836918459262,1.8532048301241317,0.2981770833333331,0.26992593421130595
Larache,AFRICA,19.0,-6.15,35.18333333,19.0,17.82083331,7.63728074,40.92101188,385.0198284,26.96842103,8.315789474,18.65263146,13.23157903,22.30789476,22.7973684,13.23157903,659.5263158,139.5789474,1.526315789,85.85951193,354.0526316,11.89473684,17.05263158,354.0526316,C,0.122376728325104,-0.6200814679558447,0.8138586437440313,0.7888900273165342
Laramie,NORTH AMERICA,29.0,-105.579023,41.3183908,29.0,5.26321837,15.0764367,39.23394828,855.2900622,26.25517247,-12.17241383,38.42758679,13.59080466,-4.778160934,16.23218385,-4.778160934,317.862069,44.82758621,9.620689655,45.49095785,128.5517241,32.51724138,115.8965517,32.51724138,A,-3.8194812015322936,-0.5616196668983433,0.9989528795811529,0.990049559491917
Laredo,NORTH AMERICA,166.1959664,-99.49141756,27.52279774,166.1959664,23.06545048,13.45543166,43.44841003,646.4234967,37.69019849,6.721374862,30.96882371,27.53880045,16.39744105,30.39401485,14.50840983,484.6004837,71.93468343,16.3331828,47.51639351,178.5025528,64.17352255,134.7564197,67.09907046,E,0.25619700581483684,-2.2783080350975604,0.6030216802168021,0.5786139177453641
Larissa,EUROPE,71.99999999,22.43055556,39.6369213,71.99999999,15.29016207,11.85833339,36.61570703,779.435585,33.17916674,0.793055561,32.38611152,10.98518523,25.18634253,25.18634253,6.036805597,436.0555556,62.80555556,17.76388889,36.49001752,160.2916667,59.11111111,59.11111111,125.4166667,C,-1.3643901641487686,-1.1289540637150528,0.8138586437440313,0.8161727429107425
Larkana,ASIA,4415.188301,67.99872373,27.34632278,4415.188301,26.84217881,15.37985783,40.85829315,780.6007535,44.40228505,6.754092864,37.64819217,33.00411692,21.75327596,35.44236011,16.27171143,109.9686052,32.11442346,1.0,103.9410421,74.88333006,7.472870364,38.94776358,15.31224044,E,0.5061073752842832,-4.759428236754302,0.6030216802168021,0.5832866899604529
Launceston,AUSTRALIA,102.0,147.1418301,-41.43308824,102.0,12.76956702,9.804983662,49.3309352,359.7941763,23.49019613,3.615686267,19.87450994,8.78594772,17.12549017,17.12843141,8.280718939,717.9803922,84.37254902,32.06862745,24.46409106,231.6666667,122.9411765,126.0490196,230.5294118,B,-1.0253166123779074,1.141589046129031,0.7018229166666673,0.7328762852524437
Las Cruces,NORTH AMERICA,138.0,-106.7803744,32.32445652,138.0,16.37454712,17.76237915,47.19040735,777.8174748,35.19347827,-2.445652184,37.63913061,25.07173921,12.08695645,26.08671498,6.978381627,250.8188406,57.86956522,5.210144927,74.37291817,133.8043478,19.08695652,116.4492754,41.22463768,C,-1.253843802357054,-2.937024835229625,0.8138586437440313,0.821356264383451
Las Heras,SOUTH AMERICA,103.8035626,-68.76183273,-32.83891351,103.8035626,16.78970782,14.3295353,46.29906114,610.1487249,31.86164735,0.912248279,30.94939886,22.90488802,9.098836904,24.03429949,9.055490451,221.1116825,45.16281027,5.659788076,69.07616236,114.1560319,19.71848891,107.7116052,19.7184915,C,-1.1848253776024238,-2.1938726521413288,0.8138586437440313,0.8201677365024856
Las Lajas,SOUTH AMERICA,3.000000001,-70.36944444,-38.51944444,3.000000001,12.1833334,15.35555553,52.28921,543.417745,29.20000013,-0.166666672,29.36666679,6.255555312,19.01111031,19.01111031,5.600000063,253.3333334,44.66666667,8.666666667,59.23355865,120.6666667,31.0,31.0,106.0,C,-1.882504702932936,-1.4349944424308743,0.8138586437440313,0.8191871128707499
Las Lomitas,SOUTH AMERICA,10.0,-60.59333333,-24.70583333,10.0,22.86458359,13.16583347,53.78208809,407.0935883,34.68000031,10.19999981,24.47999954,26.96000061,17.68166599,27.58000069,17.68166599,919.1,149.6,11.2,62.37871971,379.5,58.1,365.4,58.1,E,1.341891380797577,-1.5648964833036545,0.3969783197831978,0.524047184963748
Las Palmas,AFRICA,60.0,-15.44847222,28.11138889,60.0,19.73798612,7.055972243,50.8304678,248.0524745,27.25499992,13.38,13.87499992,16.96388885,22.10722202,22.95083338,16.92527788,216.1666667,39.21666667,1.316666667,73.0318868,105.3,5.000000002,13.4,97.43333336,C,0.1421409943343015,-1.3279378005457596,0.8138586437440313,0.8248399781782934
Las Tablas,SOUTH AMERICA,7.000000001,-80.27619048,7.775,7.000000001,27.21904755,9.157143184,80.52946036,70.31482697,33.54285649,22.17142923,11.37142726,26.51190485,27.80000005,28.20952415,26.49761908,1930.142856,451.4285713,13.42857141,84.95024219,998.285714,118.2857141,190.5714285,997.4285711,G,5.27267556447785,0.6319260968361554,0.9870725388601025,0.8776294120634275
Las Tunas,NORTH AMERICA,37.0,-76.95810811,20.96846847,37.0,25.94380621,9.585360218,64.80171884,171.6000737,32.84324368,18.05135155,14.79189213,27.40855851,23.63108125,27.90495496,23.63108125,1118.297297,172.7837838,20.08108108,65.75826717,459.1081081,71.21621621,430.945946,71.21621621,F,2.7852494823163143,-0.8509713226465551,0.9490130505709612,0.9380383305119786
Las Vegas1,NORTH AMERICA,24.0,-105.2302083,35.60590278,24.0,9.199305495,16.9840277,46.36972141,731.8171463,27.80416671,-8.820833365,36.625,17.62222226,0.350694451,18.4000001,0.35069445,429.0416667,88.20833333,12.0,68.22941144,214.9583333,42.08333333,205.8333333,42.08333333,C,-2.545929692933407,-1.1176910551030186,0.049283667621776474,0.1845935540890502
Reggane,AFRICA,8.0,0.165625,26.72395833,8.0,27.21354127,14.50833333,38.24266243,857.8462295,46.2750001,8.337499976,37.93750095,21.92083335,31.47291708,37.61250019,16.51666641,8.374999999,3.0,0.0,61.31702709,6.374999999,0.0,0.0,2.0,E,0.19064455311795375,-4.598483705078662,0.6030216802168021,0.5742607130197467
Las Vegas2,NORTH AMERICA,1232.0,-115.1655235,36.14285714,1232.0,19.47139475,14.35826567,37.52688282,887.87722,39.93441564,1.669074669,38.265341,10.94311417,23.48214281,30.71099834,8.946996742,118.8068182,16.24107143,2.426948052,41.27182281,44.63717533,13.31331169,29.00974026,39.25649351,C,-1.3739494747761927,-2.9763527702972623,0.8138586437440313,0.8181609928457396
Lascano,SOUTH AMERICA,4.999999998,-54.21166667,-33.67333333,4.999999998,16.70250015,10.24500008,46.48378601,435.1330933,28.39999962,6.360000134,22.03999939,12.13666649,18.53333282,22.00999985,11.41333332,1277.8,127.4,93.6,9.686528397,340.2,292.8,334.0,339.2,D,0.4103970156659317,2.6784485759512626,0.7767943262411352,0.7537714059496315
Latacunga,SOUTH AMERICA,38.0,-78.62302632,-0.918201754,38.0,13.41831137,12.12171048,84.9102462,52.16242489,20.67894735,6.402631609,14.27631579,13.67412271,12.65438597,13.92192984,12.65438597,537.8157894,74.7368421,16.7368421,40.17121335,193.4210526,63.84210525,142.7894737,63.84210525,C,-0.39104193908051,0.2209320100046094,0.13298949379178604,0.20222131486642342
Latur,ASIA,145.0,76.57143678,18.41563218,145.0,26.01270111,13.08563224,48.69769511,363.0041944,40.26689661,13.39517243,26.87172419,25.38126436,22.96643674,30.88666667,21.76505748,874.337931,206.0068965,1.0,114.9417596,585.5310345,8.434482759,188.137931,28.17241379,E,2.1237247309145566,-3.0686317339110687,0.3969783197831978,0.5869898113253246
Laurel,NORTH AMERICA,48.0,-89.14756944,31.70416667,48.0,18.23038181,13.25277783,42.21468806,702.2511571,33.29166698,1.897916645,31.39375067,10.91979154,23.22673615,26.62118034,9.357986073,1484.166667,158.0833333,85.875,17.64925774,434.6041667,292.6666667,342.7916667,414.375,D,0.4563591473684247,1.8529908073513999,0.7767943262411352,0.7571642864155126
Lautoka,MELANESIA,25.99999997,177.4458333,-17.62339744,25.99999997,25.5330129,7.625641016,68.55526998,132.0034115,30.69999996,19.57692337,11.12307659,27.03076927,23.88076936,27.03076927,23.87756428,1978.5,321.9615384,64.88461539,55.61940838,878.1153844,205.1923077,878.1153844,205.3846154,F,4.400877648049538,2.143009469413541,0.045277324632952774,0.053517458146413205
Lavras,SOUTH AMERICA,46.0,-45.00887681,-21.23460145,46.0,19.78713761,12.25652174,63.99628498,230.5157076,27.84130428,8.689130493,19.15217387,21.73478272,16.71159425,22.15217391,16.68007258,1554.521739,304.3260869,21.84782609,78.46472151,790.0434782,72.10869565,774.9565218,87.39130435,F,2.1977524474855654,0.5489556475444958,0.9490130505709612,0.9399528677921466
Lavrentiya,ASIA,1.0,-171.0166667,65.59166667,1.0,-6.345833302,5.558333397,16.30009842,1074.261841,11.30000019,-22.79999924,34.09999847,6.433333397,-11.16666698,6.583333492,-19.08333397,322.0,55.0,13.0,44.68643189,130.0,44.0,106.0,60.0,A,-6.30629694003237,2.59022524460427,0.9989528795811529,0.990645917367467
Lawrence,NORTH AMERICA,95.0,-95.26315789,38.96175439,95.0,12.90381579,11.86324553,29.75418296,1018.537785,32.38631584,-7.484210541,39.87052669,22.8285965,-0.177719308,25.12631585,-0.177719308,998.4105263,140.4947368,29.4,44.64553749,374.3368421,102.6210526,334.9052632,102.6210526,D,-1.6999737798155947,0.037850778947150714,0.052893617021276575,0.27514915506098414
Lawton,NORTH AMERICA,108.0,-98.43101852,34.6242284,108.0,16.57457571,13.498071,34.97139016,908.3979984,35.54074075,-3.056481461,38.5972219,21.14182096,5.107561756,27.607716,5.107561756,797.037037,124.4259259,29.28703704,42.80888285,297.2407407,103.287037,214.8240741,103.287037,C,-1.141907796349672,-0.8604135464047744,0.8138586437440313,0.8198276889121436
Lazaro Cardenas,NORTH AMERICA,74.99999998,-102.2085556,17.97555556,74.99999998,27.46377777,11.73,79.70200928,108.5395378,33.99199982,19.27599998,14.71599983,28.59022214,26.26577784,28.65822225,26.0517778,1259.613333,361.0533333,0.106666667,120.1925356,862.5333333,6.24,695.6266667,21.98666667,F,4.274544674257849,-1.6289300170185053,0.9490130505709612,0.9384892095836777
Le Havre,EUROPE,228.9999999,0.183333333,49.51153566,228.9999999,11.46491996,5.892940338,33.37951718,441.4015035,21.27816601,3.631004382,17.64716169,9.666084469,16.80815136,17.06637553,6.346724854,733.650655,82.19213974,44.11790393,22.80770798,239.7074236,140.2445415,154.5764192,216.3318777,B,-1.305769476199965,2.053686199013389,0.7018229166666673,0.7324823802506165
Le Mans,EUROPE,124.0,0.187903226,47.99133065,124.0,11.6296371,8.830914013,38.31368049,543.9011974,25.11048386,2.062096737,23.04838685,6.049999983,18.540457,18.540457,5.320430075,681.233871,69.78225807,41.19354839,15.70933894,203.2822581,136.8387097,136.8387097,197.4274194,B,-1.5515498323192731,1.3615848481093407,0.7018229166666673,0.7316064142505213
Lead,NORTH AMERICA,6.999999999,-103.772619,44.3547619,6.999999999,6.213095256,12.43571445,33.6734205,890.7167358,26.09999984,-10.82857132,36.92857088,9.819047655,-3.049999953,17.68809536,-4.042857068,637.8571428,104.4285714,23.57142857,51.88970947,284.7142857,79.85714285,212.5714286,80.57142857,A,-3.246665612737985,0.4667532182776121,0.9989528795811529,0.990431735626976
Lebowakgomo,AFRICA,2.000000001,29.50416667,-24.19166667,2.000000001,18.04374981,13.70416689,58.06923103,364.3974305,27.80000019,4.19999981,23.60000038,21.41666699,13.01666641,21.77500057,13.01666641,643.4999998,115.5,5.499999998,81.5854454,329.4999999,18.99999999,327.9999999,18.99999999,C,0.0376100060734224,-1.3509792384973724,0.8138586437440313,0.8183195923031833
Lebu,SOUTH AMERICA,8.999999998,-73.65462963,-37.60277778,8.999999998,12.71898153,8.952777756,56.38536453,241.2645128,21.80000008,5.922222243,15.87777784,10.5518518,15.70925924,15.79814815,9.970370186,1462.444444,266.2222222,31.55555555,72.48047214,759.0,103.7777778,116.0,696.4444444,B,0.7376695482106499,2.123219795326107,0.7018229166666673,0.732805076819797
Lecce,EUROPE,127.0,18.15229659,40.36371391,127.0,16.82618108,7.973884526,33.35112871,604.00525,30.12598464,6.217322762,23.90866189,14.26023618,22.17624661,24.54291315,10.0732283,561.5669291,83.1496063,13.40944882,49.8595168,222.7244094,53.20472441,54.77165354,184.7480315,C,-0.626005178799069,-0.5615880122385228,0.8138586437440313,0.6747603039006983
Leeds,EUROPE,574.0344165,-1.555219138,53.76468617,574.0344165,9.280836374,7.244116205,36.63792951,463.769963,20.6680476,0.899292778,19.76875506,4.893215199,13.01393619,15.26480899,3.99482854,761.5638876,81.08100544,48.998117,15.52964039,232.5777772,164.5263094,172.2665795,217.7298854,B,-1.8430587957085824,2.4404896278566457,0.7018229166666673,0.7267970282160866
Madang,MELANESIA,21.00000002,145.7837302,-5.217857143,21.00000002,26.36309524,7.661904721,85.31349727,37.43101483,30.89047577,21.90952346,8.980952309,26.65634873,25.87857119,26.70079413,25.81111045,2909.428571,344.2380952,108.2857143,37.69305547,1028.380952,387.8571429,956.8571429,395.047619,G,5.784320788596456,4.3060174023468205,0.9870725388601025,0.9803224011281082
Leesburg,NORTH AMERICA,80.0,-81.89697917,28.84958333,80.0,21.53166661,12.34458321,49.22181096,495.6335339,33.1937499,8.122500044,25.07124994,27.16854191,19.22520821,27.16854191,15.13895836,1275.575,179.8125,56.9875,45.7467916,531.7625,183.8875,529.8125,220.325,D,1.6917288802105641,0.5261064268880716,0.12758865248226947,0.12957965937664734
Leeton,AUSTRALIA,8.0,146.3927083,-34.55104167,8.0,16.60156226,13.4822917,45.76083946,586.7393875,32.13749933,2.675000012,29.46249867,12.87291682,22.03541613,23.85624933,9.406250119,452.0,47.625,30.0,13.60183024,131.125,100.875,101.875,115.75,C,-0.9917489093041533,-0.703759988676478,0.8138586437440313,0.7206864513143318
Leeuwarden,EUROPE,78.0,5.794444444,53.21623932,78.0,9.224519228,7.024465787,32.86553642,539.8276938,21.11410256,-0.258974365,21.37307707,10.07499989,5.023290542,15.89978625,2.805341892,810.2435897,89.03846154,42.16666667,21.55983663,255.7307692,149.8461538,203.3205128,196.3846154,B,-1.9733329395437773,2.2704965402977217,0.7018229166666673,0.7293349446310894
Legazpi,MALAY ARCHIPELAGO,122.0,123.7226776,13.1818306,122.0,26.81635938,7.210724026,70.89011758,100.4845197,32.07213092,21.90081954,10.17131138,26.4087432,27.11994529,27.85696722,25.42923504,3399.737705,496.5983606,156.7131147,39.05776537,1331.647541,518.614754,687.7459016,1014.893442,G,6.758220583884775,6.2582888328263575,0.9870725388601025,0.9805968049147671
Legnica,EUROPE,91.0,16.1746337,51.20805861,91.0,8.565613568,8.954120825,31.52608515,734.5417179,23.79999984,-4.602197757,28.40219787,17.50201462,0.64157511,17.50201462,-0.662820507,533.2747253,80.95604396,24.04395604,38.97701398,211.6263736,80.91208791,211.6263736,88.13186813,B,-2.5300302084955453,0.8336094743602642,0.2981770833333331,0.5393712545471523
Lianxian,ASIA,97.00000001,112.3398625,24.76580756,97.00000001,19.91030915,8.105154608,29.11865958,718.1269305,33.27319584,5.439175261,27.83402059,23.80068722,12.36718208,28.10051546,10.5575601,1570.536082,275.6082474,40.95876289,59.16647244,733.4226804,151.3298969,521.9896907,189.8556701,D,1.1895960113171264,1.0293716971912916,0.12758865248226947,0.3542660213653621
Leicester,EUROPE,381.0,-1.141251094,52.64704724,381.0,9.609284779,7.984055105,38.10567726,476.914049,21.74146978,0.788188977,20.95328078,5.373971995,5.972440964,15.76876636,4.155468076,627.4540682,59.40419948,42.5328084,10.36572731,171.3569554,137.3385827,161.6220472,157.3858268,B,-2.1681287880464253,1.9894352872017749,0.7018229166666673,0.7290243453837031
Leipzig,EUROPE,393.0,12.37408821,51.34151824,393.0,9.472243409,8.143765911,30.95213991,690.3008695,24.18625952,-2.123409646,26.30966928,18.0535199,2.205852404,18.06225612,1.102205257,543.0025445,69.04071247,31.09669211,25.59215049,185.2340967,103.216285,185.216285,103.6666667,B,-2.273699228072941,1.0957144383044972,0.7018229166666673,0.7264319906512333
Lemosos,ASIA,84.99999999,33.02107843,34.69637255,84.99999999,19.61073532,10.12166668,40.64814027,578.0660716,32.66588236,7.769411822,24.8964706,12.82882359,26.419804,26.68254913,12.82882359,412.8117647,97.95294117,0.929411764,99.14452362,253.4,5.529411764,5.752941176,252.7882353,C,-0.03742691783402157,-1.9982079131825605,0.8138586437440313,0.8221254755953433
Lenger,ASIA,42.0,69.83115079,42.20079365,42.0,12.7374008,12.69067455,32.31670888,968.4672808,33.53095227,-5.740476132,39.27142879,12.68452372,23.67460324,24.62817465,0.510714271,579.5,87.73809524,4.571428571,59.47898629,226.6666667,25.45238095,32.59523809,195.0,C,-1.9455307289191852,-1.4980359258572562,0.8138586437440313,0.8211457182062658
Leninogorsk,EUROPE,48.99999999,52.44914966,54.60544218,48.99999999,3.332142864,8.647619131,21.33339711,1200.173009,24.3204083,-16.21428587,40.53469483,17.62346957,-7.256462663,17.62346957,-11.45476187,535.0816327,69.32653061,26.20408163,29.8772316,189.6326531,90.26530612,189.6326531,100.7346939,A,-4.262896979987492,1.2026464632039242,0.9989528795811529,0.9901106857566782
Lianyungang,ASIA,8027.531021,119.4009035,34.42664642,8027.531021,13.73550874,8.855849789,26.2938304,949.3692055,29.43934087,-4.218824968,33.65816584,25.05867637,2.439639885,25.06000306,1.684141139,827.2183881,208.8025756,16.21721179,90.00149277,483.244153,55.90898775,483.2090239,56.83981448,D,-1.0264762149869222,-0.11454119671345456,0.052893617021276575,0.3928543124206132
Liaocheng,ASIA,7275.091412,115.9732547,36.29932628,7275.091412,13.43958286,10.70103706,27.93889814,1054.676453,31.37950195,-6.927384546,38.30688654,25.80976934,-0.167501535,25.97804568,-0.167501535,583.8659846,180.0002553,6.47332799,110.2920867,377.9872925,21.95647587,377.7446037,21.95647587,A,-1.5845563260361453,-1.262044701301273,0.9989528795811529,0.8028869756017173
Leninsk Kuznetsky,ASIA,88.00000001,86.18219697,54.67054924,88.00000001,1.475568174,10.58371212,23.21956914,1288.89432,25.56477278,-20.015909,45.58068176,17.24412886,-12.67348487,17.24412886,-14.3513258,482.9545454,69.80681818,16.95454545,44.67185601,198.3409091,59.71590909,198.3409091,70.86363637,A,-4.812006066733633,0.6088327549067548,0.9989528795811529,0.9894324353936693
Lensk,ASIA,26.0,114.9442308,60.74583333,26.0,-5.505448726,11.5102564,19.71314694,1749.114511,24.75384624,-33.63461509,58.38846104,15.58076925,-14.73974349,15.58076925,-27.40512819,365.8461539,59.11538462,11.03846154,52.07362747,159.0,34.76923077,159.0,54.65384616,A,-6.779309079727052,0.5035516711610014,0.9989528795811529,0.9900368719352088
Leon1,NORTH AMERICA,30.0,-86.88305556,12.44055556,30.0,27.26763884,9.974722194,70.3012291,97.50895258,34.78666662,20.59666678,14.18999983,26.68666668,27.43277791,28.66333351,26.22833335,1580.933333,345.6,0.9,100.3307144,851.4,5.799999997,204.2666667,415.5,F,4.142055355446929,-1.2441585356516045,0.9490130505709612,0.9396443900445336
Leon2,NORTH AMERICA,202.0,-101.6729785,21.13312706,202.0,19.21761551,16.47896045,63.28273592,278.3077213,31.84999972,5.808415852,26.04158385,21.35841586,18.74628714,22.25767324,15.4913366,608.8316832,148.3366337,4.024752475,104.0238774,381.5742574,21.91089109,203.9504951,33.31188119,E,0.5689867839094073,-2.3510041497259797,0.6030216802168021,0.5746838009197056
Leon3,EUROPE,94.99999999,-5.578859649,42.60236842,94.99999999,11.92254389,10.93157891,38.47072702,622.9558491,28.31684217,-0.097894739,28.41473704,5.423333319,19.84719295,19.99192991,4.763157905,563.5789474,68.88421053,24.27368421,30.42690775,190.2105263,89.88421053,91.12631579,178.1473684,C,-1.7823462403237944,0.17118283104008844,0.13298949379178604,0.1348586791295103
Leonara,AUSTRALIA,3.0,121.3277778,-28.88055556,3.0,20.60277812,13.07222239,43.42930857,614.4779663,36.26666641,6.166666508,30.09999911,24.68888919,20.69444466,28.02777735,12.80555534,248.0,38.33333333,10.0,37.99006271,90.0,35.0,73.66666666,64.66666667,C,-0.30916267283073035,-2.333088798087963,0.8138586437440313,0.8171100773185962
Leopoldina,SOUTH AMERICA,15.0,-42.64777778,-21.52666667,15.0,22.13194427,12.17833309,63.27519251,233.2601227,31.14666723,11.89999987,19.24666723,23.72666677,19.11777763,25.00444463,19.11777763,1291.866667,236.5333333,15.8,79.36771698,663.7333333,53.86666667,554.9333333,53.86666667,F,2.222506823216584,-0.5875771919658965,0.9490130505709612,0.9395742370748233
Lerwick,EUROPE,11.00000001,-1.168181818,60.15757576,11.00000001,7.529166612,4.473484863,34.26868994,320.6594238,14.66363638,1.609090913,13.05454532,5.550000062,10.07575746,11.69242425,4.027272744,1184.545455,145.7272727,51.18181818,34.76971019,413.8181818,165.2727273,244.1818182,352.0909091,B,-1.3838332876856878,3.7837214957686407,0.7018229166666673,0.7302715794891178
Madaoua,AFRICA,6.0,5.952777778,14.07777778,6.0,28.13541698,13.46250041,55.63029099,316.4803518,39.70000013,15.5,24.20000013,27.71388944,24.46388944,32.19166692,24.12222226,408.6666667,146.6666667,0.0,147.939949,330.8333333,0.0,72.83333334,0.0,E,2.1561442848954595,-4.172119490541148,0.6030216802168021,0.6399473296812584
Les Cayes,SOUTH AMERICA,200.0,-73.82216667,18.24545833,200.0,26.38352085,10.6053749,72.76123539,113.9548105,32.77699994,18.20199999,14.57499995,27.47449999,24.90141672,27.66508348,24.90141672,1860.925,330.92,72.425,51.01609182,695.1,222.945,498.25,222.945,F,4.097692517230118,1.2578533462159451,0.045277324632952774,0.4604678382488735
Leshan,ASIA,6213.292867,104.0101622,29.69687644,6213.292867,17.19727007,6.779341758,25.92661585,700.6016228,29.98747545,3.84421945,26.14325597,25.10923423,8.064052987,25.41049414,8.064052987,1361.983935,319.7302081,14.19495126,93.96789419,797.479564,50.4340309,793.4790412,50.4340309,D,0.8661286492046214,0.6885338932423625,0.12758865248226947,0.1286304300914143
Lesosibirsk,ASIA,27.0,92.47407407,58.24166667,27.0,-0.979938284,10.57160494,21.05107971,1402.667951,25.08148165,-25.13703756,50.21851942,16.27222217,-12.37962964,16.27222217,-18.59876562,465.7407407,66.92592593,16.55555555,39.31928197,173.0,59.18518518,173.0,75.51851851,A,-5.507063090465034,0.7680171356526609,0.9989528795811529,0.9899308303528069
Lesozavodsk,ASIA,60.0,133.3970833,45.47402778,60.0,3.601458347,11.53541671,22.22460117,1482.386536,27.14333363,-24.75999991,51.90333379,19.27777767,-16.14194447,20.49638913,-16.14194447,628.55,122.2666667,9.216666667,74.21541049,314.7,31.86666667,309.4666667,31.86666667,A,-4.70117781744516,-0.007310520571024077,0.9989528795811529,0.9904011446381688
Lethbridge,NORTH AMERICA,64.0,-112.8151042,49.70377604,64.0,5.970703103,13.29036459,33.42338169,958.6534262,26.06406268,-13.70000003,39.76406294,15.37213537,-5.97630208,17.59140629,-5.97630208,381.734375,75.078125,12.0,57.59975982,168.796875,45.0,159.234375,45.0,A,-3.748525723847252,-0.3123750150949564,0.9989528795811529,0.9898065781792093
Lethem,SOUTH AMERICA,0.999999999,-59.80833333,3.383333333,0.999999999,27.78750038,8.725000381,78.60361481,75.53218078,33.79999924,22.70000076,11.09999847,26.86666679,27.81666756,28.68333244,26.78333282,1596.0,358.0,29.99999999,88.92931366,934.9999999,97.99999999,212.0000001,863.9999999,F,4.9408061179846765,0.3231006306460174,0.045277324632952774,0.3961392349268309
Leticia,SOUTH AMERICA,18.0,-69.93935185,-4.218518519,18.0,26.6152775,8.114814864,80.08112759,42.33120622,31.5,21.36666616,10.13333384,26.6851848,26.05370288,27.05462922,26.03703647,2963.5,327.2777778,149.1111111,25.64151118,938.0555555,487.5555555,700.5,589.5555555,G,5.707792411539842,5.103521872072494,0.9870725388601025,0.9798949351816746
Letpadan,ASIA,114.0,95.79042398,17.72690058,114.0,26.93106715,11.25716364,48.7894176,224.2990917,38.06228039,14.98947363,23.07280684,27.12514625,25.40628662,29.56622778,23.8719298,2201.289474,526.2368421,2.701754386,110.318528,1427.035088,10.72807018,238.7719298,18.35964912,F,4.218990991224897,-1.2575252471813045,0.9490130505709612,0.9372915094770016
Levin,POLYNESIA,17.0,175.2838235,-40.62009804,17.0,13.02696082,9.592156803,49.77648612,341.8752244,22.92352923,3.652941157,19.27058747,12.2245098,16.13039214,17.20098024,8.781372463,1232.588235,123.0,74.52941177,15.06169167,341.0588235,265.2352941,271.4705882,310.3529411,B,-0.22549699980821153,2.8958958032409,0.7018229166666673,0.7317930841499583
