City,Region,Longitude,Latitude,tif_count_2000,tif_count_2021,Area,Brightness,Elevation,Human Modification,2000 Population,2021 Population,Population Change,Crop Land,Grazing Land,Road Density,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter,Cluster,PC1,PC2,Baseline_Stability,Stability
Huanta,SOUTH AMERICA,-74.25277778,-12.93333333,9.000000001,9.000000001,7.946747441,0.083204209,3120.784,0.521143436,507.0000002,24378.99998,23871.99998,0.149427411,0.44391363,376.2222224,15.36431038,13.97132407,79.62781271,75.59995863,23.82866648,6.27566672,17.55299907,15.39107461,14.42377769,16.30579652,14.410667,625.5555553,114.5555555,7.222222217,76.61004555,330.7777777,30.44444442,173.8888888,31.77777776,F,0.13431002069660572,1.6663279252381438,0.871405152224824,0.858480401291287
Huanuco,SOUTH AMERICA,-76.24646465,-9.922727273,33.0,33.0,28.83002957,0.234494359,3017.639,0.71889179,147714.0,153032.9999,5318.999971,0.116905393,0.499928634,347.4545457,17.24540109,13.68465678,82.48468272,48.64745019,24.92384887,8.333333246,16.59051629,17.19915159,16.63063127,17.82604518,16.63063127,637.1515152,103.6969697,9.636363636,65.8910245,291.969697,38.03030303,197.2727273,38.03030303,F,0.5474573562082925,1.6825430201747371,0.871405152224824,0.8699355065334362
Huaraz,SOUTH AMERICA,-77.53068182,-9.525,22.0,22.0,19.19716062,0.1706167,3742.174,0.567666639,516.9999996,71409.99993,70892.99993,0.214853402,0.482380186,647.6363637,10.81868393,14.15207195,83.84726507,47.53213206,18.58749988,1.7088636,16.87863549,11.24676535,10.13650725,11.24676535,10.13650725,580.5,131.8636364,1.0,84.97806029,315.8181818,8.045454545,315.8181818,8.045454545,F,-0.6288520257803758,1.376739834501443,0.871405152224824,0.8573870803623518
Huarmey,SOUTH AMERICA,-78.15555556,-10.06388889,3.0,3.0,2.622050198,0.364014823,9.464,0.576937068,398.0000083,8232.999977,7834.999969,0.045441701,0.245549304,598.0,20.20962524,8.825082779,60.54530334,214.6333923,28.12299919,13.54699993,14.57599926,23.08516693,18.92650032,23.08516693,17.82299995,26.0,5.0,0.0,59.96725464,15.0,1.0,15.0,3.0,F,0.18965287938429845,1.5859406919811403,0.871405152224824,0.8633952326324867
Huasco,SOUTH AMERICA,-71.22666667,-28.46166667,4.999999997,4.999999997,4.89452913,0.321989839,155.603,0.447347767,1905.999997,6468.999978,4562.999981,0.00194771,0.217184592,295.0,15.36335754,8.706127167,56.64147186,243.3901215,23.49852943,8.127941132,15.3705883,13.00514698,18.47916603,18.47916603,12.56764698,41.0,12.0,0.0,106.8361435,32.0,0.0,0.0,28.0,F,-0.8660161109071367,1.27793747626064,0.8620608899297421,0.839324954722374
Huatabampo,NORTH AMERICA,-109.6472222,26.83425926,8.999999998,8.999999998,8.679361095,0.855574381,32.265,0.763376846,42408.99992,21079.99997,-21328.99995,0.520519151,0.137979205,2154.333334,23.31430626,16.06983312,55.25985845,549.5131836,36.82333501,7.741999945,29.08133443,29.924167,24.74044482,29.924167,16.68311119,334.6666667,101.3333333,1.0,108.7385127,223.6666667,4.333333332,223.6666667,51.0,K,1.3495369865526363,3.4781685587514426,0.8420803782505921,0.873487737714055
Huaura,SOUTH AMERICA,-77.60416667,-11.0625,3.999999999,3.999999999,3.507453134,0.717053126,263.691,0.569642672,38818.99986,30345.99994,-8472.99992,0.166803766,0.14692188,538.0,18.60616493,6.88105011,50.4333992,261.8121643,26.00958824,12.36575317,13.64383507,15.92442894,18.21278572,22.0381279,15.67922401,36.0,6.0,1.0,41.28614044,16.0,4.0,7.0,15.0,D,-0.4498264631877004,0.8860062227378206,0.768027210884354,0.7209861143907669
Hubli,ASIA,75.0744697,15.41238636,220.0,220.0,196.3812363,0.429129525,600.3559727,0.73708599,946621.9998,1027160.0,80538.00019,0.498416126,0.003448044,2161.85,24.49681771,10.92086115,57.00969167,193.6819266,34.79871814,15.64478637,19.15393219,23.56077928,24.74553971,27.45523613,22.70233898,946.7227274,219.8909091,0.840909091,91.39076223,514.459091,7.213636362,137.6909091,46.62727273,K,2.41491376809883,1.9659402576105698,0.8420803782505921,0.8744403543113257
Hudson Bay,NORTH AMERICA,-102.3819437,52.84305559,12.00083924,12.00083924,17.09671744,0.266953453,488.035,0.497803318,17.00221257,1446.013702,1429.01149,0.151913861,0.006880285,245.00081,0.908478329,12.09679069,24.7159125,1350.109052,24.40949879,-24.53349928,48.94299712,16.52758275,-16.65616597,16.52758275,-16.65616597,471.9999669,81.0,15.49999174,56.15889219,215.0,55.49999174,215.0,55.49999174,A,-5.179741748472759,-0.15750941144711228,0.9997553017944533,0.998670571537846
Hue,ASIA,107.5937399,16.45958641,667.3336368,667.3336368,598.8064391,0.145184744,236.4954235,0.608091103,668289.2926,860101.0517,191811.7591,0.374345848,0.018209897,1683.583517,25.58008399,6.959827108,43.0301831,335.4598204,33.82355154,17.65733463,16.16621691,25.55496857,23.86414092,29.3938737,21.17160901,2525.25203,574.0197032,49.98669918,90.6590809,1495.293997,198.5333309,279.845584,518.4876543,L,4.893640582956879,-2.1339501779048677,0.8525114155251139,0.8208887048031385
Huehuetenango,NORTH AMERICA,-91.48095238,15.33869048,42.0,42.0,37.47769082,0.170555523,1917.312,0.642653196,125430.9999,90364.99998,-35065.99996,0.120865517,0.414753126,751.3095239,15.88560218,14.36670839,71.70234717,115.1639437,25.64599982,5.60904754,20.0369517,16.6314841,14.32109547,17.09972225,14.31504411,1365.595238,275.8333333,12.78571428,84.86701857,622.7857143,45.64285713,467.8333333,61.40476191,F,1.131638599464605,0.5454870829568617,0.8521077283372361,0.8403527286259987
Huelva,EUROPE,-6.941071429,37.26884921,41.99999999,41.99999999,45.41504856,3.95228934,201.957,0.794768519,173993.9998,115464.9999,-58528.99992,0.07964376,0.049874283,2624.666667,18.05418855,10.64445975,42.49044927,515.2797001,31.67355297,6.633955002,25.03959733,12.88005972,24.43227827,24.66663501,12.03077925,473.5,80.0952381,2.0,69.04362924,227.0952381,18.0,20.78571429,198.2142857,I,-0.5613790935175047,1.107884662226675,0.40036474164133706,0.4783868021521788
Hughenden,AUSTRALIA,144.1916667,-20.84166667,0.999999998,0.999999998,0.920834167,0.148819698,549.415,0.487446823,73.99999901,343.999997,269.999998,0.0,0.695550739,316.0,24.35912514,14.35158348,53.36549759,453.3705139,36.38800049,9.494999886,26.89300156,29.11050034,19.83383369,29.11050034,18.16616631,498.0,118.0,6.0,89.43708801,295.0,25.0,295.0,31.0,G,1.426835713047511,2.99131883634317,0.8064319248826276,0.7621499897850772
Huinan,ASIA,126.2541667,42.63416667,20.0,20.0,23.39290022,0.034660254,550.787,0.72327595,14973.99997,18159.99996,3185.99999,0.160986028,0.027149294,556.2,4.761066628,12.62466621,24.43516922,1407.821313,26.93700027,-24.72899971,51.66600037,20.94756699,-14.11713333,20.94756699,-14.11713333,767.4,198.0,7.0,99.11764679,478.8,26.0,478.8,26.0,A,-3.833864468112433,0.41914693651891505,0.9997553017944533,0.9987200273351038
Huize,ASIA,103.4041667,26.34166667,2.000000001,2.000000001,1.920466804,0.017187916,2192.678,0.379248253,2834.999971,2155.999977,-678.9999938,0.073027226,0.098492774,1.25e-06,10.98445797,10.47358322,45.52346421,483.7674255,20.63299942,-2.374000069,23.00699997,16.41716576,4.549833301,16.41716576,4.549833301,928.0,186.0,7.0,89.11987305,518.0,26.0,518.0,26.0,E,-1.1469994972138384,-0.14397630761646715,0.4465898617511517,0.4359475033145735
Huizhou,ASIA,114.2077289,23.05353044,1460.876541,1460.876541,1366.23949,1.547092161,139.2483274,0.78729034,1261287.56,3922131.359,2660843.799,0.194100655,0.221087946,1782.005683,22.31763711,7.31891802,32.6796726,558.4217045,32.25477915,9.861190737,22.39358816,28.30528991,16.51718147,28.3875395,14.90333439,1828.396417,302.2575448,34.06777431,69.59827472,865.5182388,113.9888782,865.0637172,142.78818,L,2.5891751549646767,-0.9670903006905829,0.8686757990867575,0.8744801237503704
Hulan Ergi,ASIA,123.6132696,47.22393843,157.0,157.0,198.9251847,0.366956127,179.74,0.763183578,342322.9997,261379.9997,-80942.99999,0.148336431,0.076407124,171.5923566,4.121382297,11.8920405,23.06481199,1496.469628,27.67725491,-23.88139536,51.55865022,21.52136333,-15.37386731,21.52136333,-15.37386731,416.9426752,135.4904459,1.5477707,120.0412919,295.611465,6.5477707,295.611465,6.5477707,A,-4.342483478936667,1.1986309320973738,0.9997553017944533,0.9989132973757616
Hulin,ASIA,133.0065789,45.78421053,57.00000001,57.00000001,70.33374973,0.235729978,110.6431579,0.76497699,57362.99993,46134.99993,-11228.0,0.19609633,0.119708805,349.1578945,3.616604579,10.44552495,20.95693625,1460.2952,26.48019279,-23.36363173,49.84382522,20.33364319,-15.73407312,20.33364319,-15.73407312,580.2807017,118.8421053,6.035087719,81.03075396,306.0526316,23.07017544,306.0526316,23.07017544,A,-4.427476489114664,0.3685617522843431,0.9997553017944533,0.9987139224659597
Hun,AFRICA,15.94679487,29.12820513,13.0,13.0,12.80638392,1.770007402,322.473,0.540242615,3115.999995,11010.99998,7894.999989,0.013476472,0.57397651,2244.0,20.78529167,14.02508354,46.90192795,600.5896606,35.14699936,5.243999958,29.90299988,13.96466637,27.47533417,27.47533417,12.89566708,29.0,5.0,0.0,45.78378296,11.0,1.0,1.0,10.0,D,-0.6955292054532193,2.914535939641081,0.7541496598639458,0.7407368040018618
Hunanghua,ASIA,117.3122703,38.37933071,127.0,127.0,139.4082222,0.816515532,3.16,0.797696486,79732.99992,96440.99993,16708.0,0.347503997,0.14932574,1410.527558,13.11667609,10.98390353,27.83488679,1100.852303,31.17082686,-8.289283369,39.46011142,25.90980871,-1.195675831,25.90980871,-1.195675831,531.2834646,186.5826772,4.0,131.4129762,392.4724409,14.0,392.4724409,14.0,G,-1.414793334041183,1.6553400689114173,0.12647887323943655,0.2576733302285697
Hungnam,ASIA,127.5642919,39.88864421,192.9999999,192.9999999,216.4464119,0.029855753,209.6038794,0.744843353,739170.9995,480773.9995,-258396.9999,0.200448029,0.020159107,2281.512953,9.869381915,10.5927092,28.77737696,967.4892648,26.56968191,-10.22784566,36.79752704,20.98213774,-2.493410677,21.16452993,-2.493410677,857.5647668,205.4611399,13.65284974,96.20270076,524.3834197,44.39896373,501.3471503,44.39896373,B,-1.8685331611676557,-0.08965063876511294,0.5921399730821001,0.6026637857560448
Huntington,NORTH AMERICA,-82.41714976,38.41986715,138.0,138.0,151.5678865,1.390507181,242.717,0.646952943,87005.9999,89323.99991,2318.000007,0.059303383,0.109496353,2620.992754,12.42924153,13.17402654,36.59250185,872.2428213,30.44425377,-5.557579597,36.00183354,20.8911084,9.154944324,22.92798214,1.356287467,1095.594203,124.4710145,74.10869565,16.28271301,328.6956522,239.0144928,322.4927536,240.3115942,H,-1.3266229593126708,-1.5878991303038832,0.6123368421052627,0.6080608439886435
Huntsville1,NORTH AMERICA,-95.55877193,30.72653509,38.0,38.0,38.0399929,1.81653414,76.432,0.711486722,23059.99999,48583.99997,25523.99999,0.069990023,0.13391554,3309.394736,19.50496438,12.12160494,39.20917882,704.503055,34.59797277,3.682868412,30.91510431,23.12921454,15.28839023,27.87376253,10.50765818,1139.157895,131.8947368,67.0,19.97445639,329.7894737,247.8947368,255.6842105,265.7368421,H,0.2212572516342618,-1.0399822173972797,0.6204421052631576,0.6107861727427413
Huntsville2,NORTH AMERICA,-86.63917625,34.71594828,348.0,348.0,364.3119662,2.580019001,261.107,0.741547632,192611.9999,249554.9999,56942.99997,0.164355353,0.101497251,4757.362069,15.54886207,12.82354761,37.96964831,800.7555419,32.18426388,-1.589410899,33.7736752,10.52588313,21.22232248,25.1815877,5.394303186,1444.103448,166.4367816,85.49137931,18.92088762,421.0402299,279.1005747,310.3649425,399.2413793,I,-0.36700512896865245,-2.1174152205292978,0.6489057750759885,0.627744089240158
Hurghada,AFRICA,33.82019231,27.24262821,26.0,26.0,25.16506959,2.869343007,232.56,0.512598776,35893.99991,111144.9998,75250.99993,0.0,0.0,317.0384618,23.6917159,9.732961143,40.68013133,537.6501817,34.87426465,10.97055916,23.90370523,21.43984743,26.18525314,29.89809073,16.81076226,4.0,1.0,0.0,36.92744827,3.0,0.0,0.0,1.0,D,-0.27714113473548263,2.0104298929566395,0.768027210884354,0.7273104144342225
Hutchinson,NORTH AMERICA,-97.92649573,38.06880342,78.0,78.0,85.25614316,1.328244229,432.808,0.70764573,41174.99998,41966.99998,791.9999901,0.238922232,0.1480534,3056.410258,13.35540868,13.20443902,32.07914846,1014.383641,34.09691106,-7.065153874,41.16206399,23.22714918,0.626856806,25.7792198,0.626856806,747.8717949,110.1794872,15.3974359,49.70060138,298.8717949,64.3974359,276.3717949,64.3974359,D,-1.7781322819602463,1.0335499849904028,0.36647959183673456,0.40857409277789936
Huzhou,ASIA,119.9709694,30.86619461,2019.615764,2019.615764,2024.689007,0.57241254,90.74252744,0.753155332,1693720.801,1774850.392,81129.5913,0.36198529,0.174558277,1535.191382,15.9511261,7.619924159,24.11970276,884.3025568,31.46424888,-0.110913415,31.5751623,26.01446993,10.13904216,26.59028399,4.833509378,1165.157439,187.3335409,35.46891746,52.4356421,482.6945251,123.5435448,481.8330195,151.683179,H,0.00808087355775712,-0.5254934380631475,0.6373894736842102,0.6428500375892089
Hwange,AFRICA,26.49236111,-18.35833333,12.0,12.0,10.88071075,0.107670977,914.009,0.571255355,9243.999975,19287.99996,10043.99998,0.065075405,0.099224669,371.0000003,22.69465256,14.73869419,54.8096199,351.2885234,34.82866669,7.939666907,26.88899994,24.69977697,17.81611061,26.16272227,17.81611061,615.3333333,149.3333333,0.0,116.5832214,432.0,1.0,230.0,1.0,F,1.0010730885016261,2.6479309531045265,0.8521077283372361,0.8389508409111686
Hyderabad1,ASIA,68.591595,25.25497031,1628.0,1628.0,1549.009266,0.514525472,31.26699263,0.645835747,2089407.999,1927903.0,-161504.9992,0.663140724,0.030656769,834.7745703,26.90328599,14.01055281,45.2474906,564.1500199,40.55168576,9.585955777,30.9657298,30.78769623,23.29851509,32.69073454,18.84230928,166.1971744,62.17321867,1.848894349,145.3714692,134.6750614,6.100737101,70.14127764,9.138206388,K,1.542048820011698,4.419818460642032,0.8420803782505921,0.8665879639327746
Hyderabad2,ASIA,78.3782081,17.46824366,1078.0,1078.0,972.5102044,3.219336511,537.1094708,0.847620243,7207846.998,8023243.998,815396.9996,0.36645478,0.003883786,757.0992579,26.56197272,11.83982106,47.35167458,350.0281871,39.56482581,14.56267611,25.00214993,26.25095602,22.99032082,31.20735265,22.31151526,810.7022263,191.2671614,1.738404453,111.392928,548.6382189,9.689239332,151.461039,20.75881262,K,2.3282953114871963,3.0006635168563074,0.8420803782505921,0.8753288282063734
Hyeson,ASIA,128.1901515,41.40505051,66.0,66.0,75.71889678,0.033342804,1349.511,0.62951541,168246.9999,100445.9999,-67801.00006,0.141977612,0.002032691,2132.666667,2.528925549,12.52026494,26.44230398,1289.023929,24.02351507,-23.3250911,47.34860715,17.45693854,-14.53334889,17.45693854,-14.53334889,709.3030303,158.3333333,9.212121213,91.08696192,425.4242424,34.21212121,425.4242424,34.21212121,A,-4.307127355744506,0.09953879952394931,0.9997553017944533,0.9991282614134999
I-n-Amenas,AFRICA,9.55,28.05,1.000000002,1.000000002,0.975056776,1.126728481,623.676,0.713994529,0.0,158.999999,158.999999,0.0,0.0,190.0,22.3736248,15.05558395,41.00551224,832.1376343,40.04800034,3.332000017,36.7159996,13.62666607,31.93499947,31.93499947,11.70383358,22.0,5.0,0.0,49.53384399,10.0,1.0,1.0,8.0,D,-0.9602545235876171,3.1669956436547233,0.768027210884354,0.7329618913612767
I-n-Salah,AFRICA,2.475833333,27.20083333,9.999999998,9.999999998,9.675241911,0.915756225,370.372,0.420260371,98.00000013,24586.99995,24488.99995,0.0,0.0,174.0,26.12725067,14.87433338,38.85058212,872.0228882,45.28699875,7.000999928,38.2859993,15.36950016,34.6641655,36.81966782,15.36950016,23.0,6.0,0.0,61.08481216,13.0,1.0,1.0,13.0,D,-0.188371314178464,3.7758761475722484,0.7541496598639458,0.7338621111855543
Iasi,EUROPE,27.59129073,47.14862155,133.0,133.0,168.2773458,1.379078797,133.427,0.808962771,400580.9998,300439.9998,-100140.9999,0.197731645,0.028837151,1658.902256,9.588773491,9.63210833,29.58197992,874.36205,26.55942071,-5.998255579,32.55767669,18.64901986,0.003382229,20.09018028,-1.325337095,571.7218045,90.19548872,25.57142857,44.08225993,233.5112782,83.55639098,225.6466165,85.51879699,B,-2.475407815490221,-0.45694727339200225,0.6362987886944815,0.6591620530171997
Ibadan,AFRICA,3.890467626,7.337070344,417.0,417.0,361.8121498,0.31299171,171.8202086,0.831979444,1349419.0,2736045.0,1386625.999,0.275908298,0.215040822,3811.203837,26.62595868,9.088109675,69.00078133,134.9778663,34.23433297,21.06849204,13.16584093,25.95476603,27.39518822,28.37946191,24.91407672,1337.414868,198.4892086,8.143884892,65.01918595,540.6786571,49.29016787,252.5563549,480.6330935,J,3.608745490773062,0.6269169260619071,0.8453701380175664,0.8043545230702224
Ibague,SOUTH AMERICA,-75.20360697,4.446641791,67.0,67.0,57.83110636,1.148848134,2005.094023,0.640894615,307290.9999,430528.9999,123238.0,0.036166021,0.180495678,1337.746268,20.73273123,9.498731072,87.22859511,37.18917249,26.53689504,15.6352238,10.90167124,20.30299782,20.9899456,21.13976137,20.21480629,1930.059701,255.0,82.35820895,34.72784629,632.1791045,303.1343284,331.4626866,631.2238806,M,3.026307059288612,-2.9331055658560063,0.986947040498442,0.9920352131304245
Ibarra,SOUTH AMERICA,-78.15540541,0.350900901,73.99999999,73.99999999,63.68243087,0.446750432,1791.495888,0.75619652,75283.99988,183324.9998,108041.0,0.241627674,0.546300932,1068.986486,15.47276769,11.35140449,87.00749701,11.2709231,22.05387883,9.007932507,13.04594639,15.50072799,15.42180149,15.58694418,15.35141896,742.5135136,100.5135135,21.14864865,41.04359539,255.445946,85.86486488,244.6621622,171.3378378,F,0.6752985808771507,0.18047890469705535,0.871405152224824,0.8507050048931997
Ibb,ASIA,44.19255239,13.96524845,1245.010427,1245.010427,1104.017977,0.027518621,1473.128317,0.661520395,723992.0347,1260708.982,536716.9478,0.43560463,0.320527347,676.3349682,19.27911768,11.45908036,58.41562484,276.1669332,28.21764655,8.60913838,19.60850811,21.71957452,15.78491818,22.34839031,15.75750784,449.0399034,80.15896237,6.436480378,66.18380686,190.7051083,27.59381919,169.7101015,27.79391288,F,0.5317252837734842,1.9566828188827303,0.871405152224824,0.8624761192342784
Ica,SOUTH AMERICA,-75.7320922,-14.05195035,47.0,47.0,41.69461481,1.19968411,722.055,0.602921701,449224.9998,295965.9998,-153259.0,0.228696874,0.0,604.8936168,19.33947652,9.656107761,60.95354478,242.0457196,27.9465108,12.10789327,15.83861765,22.43939075,20.51520964,22.43939075,16.54465943,1.382978725,1.127659575,0.0,29.48142393,1.382978725,0.0,1.382978725,0.0,E,-0.16192427639888168,1.4455881443578134,0.7057603686635955,0.6761605881828716
Icel,ASIA,34.59269048,36.79943584,206.207386,206.207386,221.6005227,2.590733098,244.776,0.813566281,597763.9169,680962.668,83198.75109,0.147381109,0.088089552,8008.179263,18.72847647,8.864766569,34.73590999,638.3840507,31.3799884,5.870508637,25.50947971,11.63218967,26.57632274,26.57632274,10.95673726,670.9485425,148.675809,5.730159084,81.05506574,352.4084231,27.74470754,27.74470754,352.3211323,I,-0.18301384979383806,0.625776979511682,0.6489057750759885,0.6507732523965917
Ico,SOUTH AMERICA,-38.87261905,-6.397619048,7.000000001,7.000000001,6.061701112,0.551118474,315.525,0.574051693,1759.999994,13066.99996,11306.99997,0.119377528,0.235473084,213.0000001,27.17837524,10.64375019,75.60018158,106.2514267,34.60900116,20.53000069,14.07900047,26.73800087,27.64683342,28.50016594,25.94216728,839.0,232.0,6.0,104.7290344,531.0,24.0,55.0,148.0,J,3.258070244552179,1.931805833423835,0.3307026348808031,0.4595279351621683
Idah,AFRICA,6.738690476,7.114880952,14.0,14.0,12.14118639,0.022097549,218.715,0.804797866,12083.99999,147770.9998,135686.9998,0.218078028,0.287975733,197.2142857,27.28400299,8.956481729,66.06641225,137.6840439,34.64656939,21.08821474,13.55835465,25.74738148,27.49640533,29.21052388,25.74738148,1305.0,244.0714286,5.0,78.05201503,591.9285714,26.78571429,157.1428571,591.9285714,J,3.7632884248800464,0.7964235344007285,0.8453701380175664,0.8078756824478964
Idaho Falls,NORTH AMERICA,-112.0179315,43.49575893,112.0,112.0,132.854217,0.881455217,1638.281071,0.694158614,59780.99997,89475.99997,29695.0,0.288124712,0.085843164,4333.303572,6.583137576,15.82142998,38.1971456,931.5716847,29.78484798,-11.63659831,41.42144711,11.06200417,17.32681544,18.02533029,-5.080796135,311.3035714,38.58928571,19.35714286,21.70576542,99.91071429,63.45535714,73.65178571,72.63392857,D,-3.366222214054212,1.1061132923176689,0.36647959183673456,0.3770188839039125
Idlib,ASIA,36.63674242,35.9467803,44.0,44.0,46.76913119,0.274769665,453.26,0.781737536,147577.9998,57456.99998,-90120.99984,0.450231343,0.00485703,379.8863638,18.27308369,11.01325831,34.34612968,830.3017523,35.04202244,2.97956821,32.06245466,7.722015229,27.78092068,27.83673577,7.722015229,523.159091,102.0454546,0.840909092,85.62238555,282.75,7.47727273,7.47727273,282.75,D,-0.4914646103858729,1.890219902914611,0.768027210884354,0.7283686280375903
Ifakara,AFRICA,36.66066667,-8.120666667,25.0,25.0,21.73207611,0.023427015,442.784,0.595191712,2276.999995,66341.99979,64064.9998,0.470190134,0.152937551,147.88,24.87805069,7.669147243,54.50150635,190.6379932,31.20912048,17.13752083,14.07159966,25.76461357,22.78212776,26.91803284,22.17468704,1518.48,371.52,5.56,98.6607843,872.6,29.12,472.44,39.56,L,3.579813545607753,0.46810529201029016,0.8974885844748863,0.8767698877099694
Ife,AFRICA,4.592920205,7.412397244,212.8445694,212.8445694,184.7069767,0.040369059,278.499,0.607830794,250427.9962,420658.8446,170230.8484,0.258569121,0.089949971,188.2662967,25.79478653,8.78429049,67.39320261,121.3265416,32.9795623,19.9455087,13.03405359,24.97291241,26.2216065,27.42163139,24.29363199,1416.311986,232.1998346,8.196596838,66.75435406,556.7913056,50.71194538,252.6580737,552.9713001,J,3.4596736913426347,0.12225365724572557,0.8453701380175664,0.804515671964429
Igarka,ASIA,86.58981481,67.4691358,26.99999999,26.99999999,60.62665195,0.61231634,49.542,0.384412666,7150.999981,4130.999993,-3019.999988,0.0,0.000331849,145.2222222,-8.091351509,9.05063004,17.08059502,1583.841254,20.60633363,-32.3814443,52.98777686,3.181574027,-18.44922193,12.24338871,-26.49998177,510.5555556,62.0,26.55555556,31.84377522,179.0,80.55555556,163.0,103.0,A,-7.225466509458982,-1.895442882767358,0.9997553017944533,0.9988740988223404
Iguala,NORTH AMERICA,-99.53785714,18.35619048,35.0,35.0,31.73348146,0.582226318,1378.289,0.870497965,119075.9999,143097.0,24021.00002,0.324030786,0.169910211,5040.485712,25.30058458,16.20338298,67.00314614,189.3978987,37.14357158,12.96040031,24.18317032,25.91651453,24.26010481,27.82250977,23.05231421,1059.514286,225.3142857,3.0,110.3947778,654.7142857,16.82857143,300.1428571,27.74285714,K,2.6725728070730597,2.744851278337865,0.8420803782505921,0.8754801621303951
Iguape,SOUTH AMERICA,-47.5675,-24.70416667,9.999999994,9.999999996,9.472838921,0.614266668,143.236,0.6959411,14841.99998,21479.99997,6637.99999,0.062285042,0.144035111,181.0,21.87961769,7.726305008,49.08782578,290.3426819,29.4253006,13.68554211,15.73975849,25.43574333,18.39277077,25.43574333,18.39277077,1958.0,254.0,89.0,37.59536743,760.0,295.0,760.0,295.0,M,2.8641637413324768,-3.3082243937328095,0.986947040498442,0.9913160201454764
Iguatu,SOUTH AMERICA,-39.31138211,-6.340650407,41.0,41.0,35.50030816,0.554664283,356.71,0.60437542,11993.0,71019.00001,59026.00001,0.101896589,0.224067118,385.4878048,26.41304677,10.56133912,73.06726893,116.629048,34.04816995,19.59370822,14.45446173,26.02359316,26.88270648,27.8016951,25.04199563,1013.682927,239.0243902,14.58536585,87.05941605,574.9268293,68.68292683,87.0,346.3170731,J,3.2653172427290174,1.0334519849254689,0.8453701380175664,0.7878465774086219
Ihosy,AFRICA,46.12333333,-22.39666667,5.0,5.0,4.653974508,0.003032963,886.258,0.390467358,277.0000001,22883.99995,22606.99995,0.02571307,0.678108252,328.0,21.49020767,12.3777504,61.11563492,274.6811829,31.07900047,10.82600021,20.25300026,24.09366608,17.66883469,24.21016693,17.66883469,844.0,225.0,4.0,112.5190353,574.0,17.0,510.0,17.0,F,1.927613254457015,1.8487887513602597,0.8521077283372361,0.8345721028419945
Ijebu Ode,AFRICA,3.945714286,6.831238095,175.0,175.0,151.6730449,0.118401822,24.48948571,0.732317954,257258.0,360524.9998,103266.9998,0.383285956,0.423137525,449.9142857,26.86462388,8.206070399,70.35503832,124.319999,33.57559934,21.91153684,11.6640625,26.24735142,27.56472056,28.44140233,25.28936377,1575.548571,251.8685714,13.56,66.44366734,690.8342857,66.54857143,262.7942857,555.5657143,J,4.272557684539509,0.2219767924987289,0.8453701380175664,0.7950810728461524
Ijui,SOUTH AMERICA,-53.92286325,-28.38418803,39.0,39.0,38.14939375,0.605694431,422.604,0.727856344,15832.99998,76334.99994,60501.99997,0.26242192,0.269321218,259.8717948,19.51521707,11.43938691,52.5832184,385.5768949,30.45566715,8.700820556,21.75484618,17.42808112,23.79379859,24.22499119,14.85189734,1788.897436,186.4358974,132.5128205,11.01239987,477.974359,419.9230769,435.9487179,431.0769231,H,1.9652781987808814,-3.4002366354221008,0.1842736842105262,0.23556383747646406
Ikare,AFRICA,5.913998638,7.589326038,1126.259447,1126.259447,977.7686458,0.04868629,326.2757218,0.556348797,935756.6944,2100994.193,1165237.499,0.221530719,0.35782748,138.6216985,24.78846317,9.219064527,64.99664497,140.2175631,32.36050334,18.16592839,14.19457495,23.19387996,24.87057879,26.76108146,23.19387996,1282.36872,237.9294609,7.527818006,72.25157334,554.1024897,42.79149544,202.2552407,554.1024897,J,3.236240816526629,0.6182298567851426,0.8453701380175664,0.8115269020004281
Ikela,AFRICA,23.25833333,-1.191666667,1.000000001,1.000000001,0.86074504,0.0,450.927,0.111135641,25.99999994,987.9999932,961.9999933,0.067395939,0.085611664,188.0,24.71091652,9.755167007,85.74464417,51.31101608,30.55500031,19.1780014,11.3769989,24.46066666,24.52466774,25.34983444,24.12366676,1894.0,244.0,94.0,26.13967896,616.0,332.0,499.0,442.0,M,3.886752030164826,-3.0146843459748953,0.986947040498442,0.9915285528209354
Iksan,ASIA,126.9482782,35.95860882,121.0,121.0,128.6343777,1.398130342,61.8550354,0.809159478,264012.9998,222606.9999,-41405.99985,0.260883313,0.00459785,5097.884297,12.98195137,10.66710344,29.88531376,964.2902665,30.23493344,-5.457347314,35.69228136,24.54762224,0.851538535,24.54762224,0.851538535,1253.53719,275.7768595,32.72727273,77.61963193,671.0,106.4545455,671.0,106.4545455,H,-0.5577277064172521,-0.9138758675513657,0.6123368421052627,0.6147309772857149
